"","Time","Year","Month","City","City_code","Unsorted","Unsorted_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","FE_NTC","TE.NTC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014","DATE_2015","DATE_2016"
"748",2008-11-01,2008,11,"YilanCounty",7,5712,12.39,1037076,1037.076,460902,0.0327,3.08,558990,1.21,95,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"753",2008-12-01,2008,12,"YilanCounty",7,5764,12.51,1037076,1037.076,460902,0.0327,3.08,558990,1.21,96,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"850",2009-01-01,2009,1,"YilanCounty",7,7700,16.68,934946,934.946,461625,0.0317,3.04,537077,1.16,97,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"841",2009-02-01,2009,2,"YilanCounty",7,5894,12.77,934946,934.946,461625,0.0317,3.04,537077,1.16,98,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842",2009-03-01,2009,3,"YilanCounty",7,6262,13.57,934946,934.946,461625,0.0317,3.04,537077,1.16,99,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846",2009-04-01,2009,4,"YilanCounty",7,5913,12.81,934946,934.946,461625,0.0317,3.04,537077,1.16,100,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"844",2009-05-01,2009,5,"YilanCounty",7,6455,13.98,934946,934.946,461625,0.0317,3.04,537077,1.16,101,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"852",2009-06-01,2009,6,"YilanCounty",7,6697,14.51,934946,934.946,461625,0.0317,3.04,537077,1.16,102,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"847",2009-07-01,2009,7,"YilanCounty",7,6697,14.51,934946,934.946,461625,0.0317,3.04,537077,1.16,103,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"843",2009-08-01,2009,8,"YilanCounty",7,6397,13.86,934946,934.946,461625,0.0317,3.04,537077,1.16,104,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"845",2009-09-01,2009,9,"YilanCounty",7,5866,12.71,934946,934.946,461625,0.0317,3.04,537077,1.16,105,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"848",2009-10-01,2009,10,"YilanCounty",7,6635,14.37,934946,934.946,461625,0.0317,3.04,537077,1.16,106,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"851",2009-11-01,2009,11,"YilanCounty",7,6099,13.21,934946,934.946,461625,0.0317,3.04,537077,1.16,107,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849",2009-12-01,2009,12,"YilanCounty",7,5770,12.5,934946,934.946,461625,0.0317,3.04,537077,1.16,108,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"944",2010-01-01,2010,1,"YilanCounty",7,6434,13.97,1000572,1000.572,460486,0.0304,2.99,468548,1.02,109,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"942",2010-02-01,2010,2,"YilanCounty",7,7084,15.38,1000572,1000.572,460486,0.0304,2.99,468548,1.02,110,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"940",2010-03-01,2010,3,"YilanCounty",7,5868,12.74,1000572,1000.572,460486,0.0304,2.99,468548,1.02,111,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"946",2010-04-01,2010,4,"YilanCounty",7,6023,13.08,1000572,1000.572,460486,0.0304,2.99,468548,1.02,112,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"939",2010-05-01,2010,5,"YilanCounty",7,6320,13.72,1000572,1000.572,460486,0.0304,2.99,468548,1.02,113,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"941",2010-06-01,2010,6,"YilanCounty",7,6236,13.54,1000572,1000.572,460486,0.0304,2.99,468548,1.02,114,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"947",2010-07-01,2010,7,"YilanCounty",7,6418,13.94,1000572,1000.572,460486,0.0304,2.99,468548,1.02,115,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948",2010-08-01,2010,8,"YilanCounty",7,6315,13.71,1000572,1000.572,460486,0.0304,2.99,468548,1.02,116,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"938",2010-09-01,2010,9,"YilanCounty",7,5831,12.66,1000572,1000.572,460486,0.0304,2.99,468548,1.02,117,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"937",2010-10-01,2010,10,"YilanCounty",7,6188,13.44,1000572,1000.572,460486,0.0304,2.99,468548,1.02,118,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"943",2010-11-01,2010,11,"YilanCounty",7,5664,12.3,1000572,1000.572,460486,0.0304,2.99,468548,1.02,119,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"945",2010-12-01,2010,12,"YilanCounty",7,5597,12.15,1000572,1000.572,460486,0.0304,2.99,468548,1.02,120,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1036",2011-01-01,2011,1,"YilanCounty",7,6505,14.17,902770,902.77,459061,0.0297,2.94,518953,1.13,121,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034",2011-02-01,2011,2,"YilanCounty",7,5556,12.1,902770,902.77,459061,0.0297,2.94,518953,1.13,122,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040",2011-03-01,2011,3,"YilanCounty",7,5327,11.6,902770,902.77,459061,0.0297,2.94,518953,1.13,123,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1043",2011-04-01,2011,4,"YilanCounty",7,5179,11.28,902770,902.77,459061,0.0297,2.94,518953,1.13,124,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1033",2011-05-01,2011,5,"YilanCounty",7,6048,13.17,902770,902.77,459061,0.0297,2.94,518953,1.13,125,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1039",2011-06-01,2011,6,"YilanCounty",7,6050,13.18,902770,902.77,459061,0.0297,2.94,518953,1.13,126,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1035",2011-07-01,2011,7,"YilanCounty",7,6236,13.58,902770,902.77,459061,0.0297,2.94,518953,1.13,127,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1037",2011-08-01,2011,8,"YilanCounty",7,5963,12.99,902770,902.77,459061,0.0297,2.94,518953,1.13,128,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1042",2011-09-01,2011,9,"YilanCounty",7,5761,12.55,902770,902.77,459061,0.0297,2.94,518953,1.13,129,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038",2011-10-01,2011,10,"YilanCounty",7,5552,12.09,902770,902.77,459061,0.0297,2.94,518953,1.13,130,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1041",2011-11-01,2011,11,"YilanCounty",7,5272,11.48,902770,902.77,459061,0.0297,2.94,518953,1.13,131,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1044",2011-12-01,2011,12,"YilanCounty",7,5205,11.34,902770,902.77,459061,0.0297,2.94,518953,1.13,132,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130",2012-01-01,2012,1,"YilanCounty",7,6911,15.07,1106961,1106.961,458595,0.0303,2.88,587162,1.28,133,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1137",2012-02-01,2012,2,"YilanCounty",7,4896,10.68,1106961,1106.961,458595,0.0303,2.88,587162,1.28,134,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1132",2012-03-01,2012,3,"YilanCounty",7,5303,11.56,1106961,1106.961,458595,0.0303,2.88,587162,1.28,135,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134",2012-04-01,2012,4,"YilanCounty",7,5395,11.76,1106961,1106.961,458595,0.0303,2.88,587162,1.28,136,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1136",2012-05-01,2012,5,"YilanCounty",7,5490,11.97,1106961,1106.961,458595,0.0303,2.88,587162,1.28,137,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1138",2012-06-01,2012,6,"YilanCounty",7,5497,11.99,1106961,1106.961,458595,0.0303,2.88,587162,1.28,138,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1139",2012-07-01,2012,7,"YilanCounty",7,5421,11.82,1106961,1106.961,458595,0.0303,2.88,587162,1.28,139,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131",2012-08-01,2012,8,"YilanCounty",7,5665,12.35,1106961,1106.961,458595,0.0303,2.88,587162,1.28,140,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1133",2012-09-01,2012,9,"YilanCounty",7,5018,10.94,1106961,1106.961,458595,0.0303,2.88,587162,1.28,141,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129",2012-10-01,2012,10,"YilanCounty",7,5124,11.17,1106961,1106.961,458595,0.0303,2.88,587162,1.28,142,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140",2012-11-01,2012,11,"YilanCounty",7,5175,11.28,1106961,1106.961,458595,0.0303,2.88,587162,1.28,143,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135",2012-12-01,2012,12,"YilanCounty",7,5147,11.22,1106961,1106.961,458595,0.0303,2.88,587162,1.28,144,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1226",2013-01-01,2013,1,"YilanCounty",7,5630,12.28,1007390,1007.39,458456,0.0299,2.85,587238,1.28,145,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1228",2013-02-01,2013,2,"YilanCounty",7,5889,12.85,1007390,1007.39,458456,0.0299,2.85,587238,1.28,146,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1225",2013-03-01,2013,3,"YilanCounty",7,5226,11.4,1007390,1007.39,458456,0.0299,2.85,587238,1.28,147,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1227",2013-04-01,2013,4,"YilanCounty",7,5289,11.54,1007390,1007.39,458456,0.0299,2.85,587238,1.28,148,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1233",2013-05-01,2013,5,"YilanCounty",7,5608,12.23,1007390,1007.39,458456,0.0299,2.85,587238,1.28,149,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1235",2013-06-01,2013,6,"YilanCounty",7,5577,12.16,1007390,1007.39,458456,0.0299,2.85,587238,1.28,150,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1232",2013-07-01,2013,7,"YilanCounty",7,6169,13.46,1007390,1007.39,458456,0.0299,2.85,587238,1.28,151,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1234",2013-08-01,2013,8,"YilanCounty",7,5558,12.12,1007390,1007.39,458456,0.0299,2.85,587238,1.28,152,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1230",2013-09-01,2013,9,"YilanCounty",7,5208,11.36,1007390,1007.39,458456,0.0299,2.85,587238,1.28,153,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1236",2013-10-01,2013,10,"YilanCounty",7,4929,10.75,1007390,1007.39,458456,0.0299,2.85,587238,1.28,154,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1229",2013-11-01,2013,11,"YilanCounty",7,4754,10.37,1007390,1007.39,458456,0.0299,2.85,587238,1.28,155,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1231",2013-12-01,2013,12,"YilanCounty",7,5123,11.17,1007390,1007.39,458456,0.0299,2.85,587238,1.28,156,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1327",2014-01-01,2014,1,"YilanCounty",7,6078,13.25,1103790,1103.79,458777,0.0309,2.82,904598,1.97,157,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1330",2014-02-01,2014,2,"YilanCounty",7,4734,10.32,1103790,1103.79,458777,0.0309,2.82,904598,1.97,158,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1322",2014-03-01,2014,3,"YilanCounty",7,4910,10.7,1103790,1103.79,458777,0.0309,2.82,904598,1.97,159,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1326",2014-04-01,2014,4,"YilanCounty",7,4831,10.53,1103790,1103.79,458777,0.0309,2.82,904598,1.97,160,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1328",2014-05-01,2014,5,"YilanCounty",7,5440,11.86,1103790,1103.79,458777,0.0309,2.82,904598,1.97,161,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1329",2014-06-01,2014,6,"YilanCounty",7,5750,12.53,1103790,1103.79,458777,0.0309,2.82,904598,1.97,162,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1332",2014-07-01,2014,7,"YilanCounty",7,5767,12.57,1103790,1103.79,458777,0.0309,2.82,904598,1.97,163,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1331",2014-08-01,2014,8,"YilanCounty",7,5536,12.07,1103790,1103.79,458777,0.0309,2.82,904598,1.97,164,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1323",2014-09-01,2014,9,"YilanCounty",7,5291,11.53,1103790,1103.79,458777,0.0309,2.82,904598,1.97,165,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1325",2014-10-01,2014,10,"YilanCounty",7,5318,11.59,1103790,1103.79,458777,0.0309,2.82,904598,1.97,166,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1321",2014-11-01,2014,11,"YilanCounty",7,5110,11.14,1103790,1103.79,458777,0.0309,2.82,904598,1.97,167,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1324",2014-12-01,2014,12,"YilanCounty",7,4815,10.5,1103790,1103.79,458777,0.0309,2.82,904598,1.97,168,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1419",2015-01-01,2015,1,"YilanCounty",7,5329,11.63,1191976,1191.976,458117,0.0307,2.78,891201,1.94,169,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1423",2015-02-01,2015,2,"YilanCounty",7,6017,13.13,1191976,1191.976,458117,0.0307,2.78,891201,1.94,170,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1417",2015-03-01,2015,3,"YilanCounty",7,5344,11.67,1191976,1191.976,458117,0.0307,2.78,891201,1.94,171,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1421",2015-04-01,2015,4,"YilanCounty",7,5020,10.96,1191976,1191.976,458117,0.0307,2.78,891201,1.94,172,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1420",2015-05-01,2015,5,"YilanCounty",7,5566,12.15,1191976,1191.976,458117,0.0307,2.78,891201,1.94,173,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1422",2015-06-01,2015,6,"YilanCounty",7,5657,12.35,1191976,1191.976,458117,0.0307,2.78,891201,1.94,174,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1418",2015-07-01,2015,7,"YilanCounty",7,5894,12.87,1191976,1191.976,458117,0.0307,2.78,891201,1.94,175,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1425",2015-08-01,2015,8,"YilanCounty",7,5123,11.18,1191976,1191.976,458117,0.0307,2.78,891201,1.94,176,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1428",2015-09-01,2015,9,"YilanCounty",7,4806,10.49,1191976,1191.976,458117,0.0307,2.78,891201,1.94,177,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1424",2015-10-01,2015,10,"YilanCounty",7,5536,12.08,1191976,1191.976,458117,0.0307,2.78,891201,1.94,178,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1426",2015-11-01,2015,11,"YilanCounty",7,5231,11.42,1191976,1191.976,458117,0.0307,2.78,891201,1.94,179,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1427",2015-12-01,2015,12,"YilanCounty",7,5291,11.55,1191976,1191.976,458117,0.0307,2.78,891201,1.94,180,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
