"","Time","Year","Month","City","City_code","Unsorted","Unsorted_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","FE_NTC","TE.NTC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014","DATE_2015","DATE_2016"
"8",2001-01-01,2001,1,"NewTaipeiCity",1,125783,34.84,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2001-02-01,2001,2,"NewTaipeiCity",1,99298,27.5,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2001-03-01,2001,3,"NewTaipeiCity",1,98729,27.35,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2001-04-01,2001,4,"NewTaipeiCity",1,97380,26.97,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2001-05-01,2001,5,"NewTaipeiCity",1,104264,28.88,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",2001-06-01,2001,6,"NewTaipeiCity",1,102271,28.33,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2001-07-01,2001,7,"NewTaipeiCity",1,103175,28.58,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2001-08-01,2001,8,"NewTaipeiCity",1,98075,27.17,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2001-09-01,2001,9,"NewTaipeiCity",1,99321,27.51,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2001-10-01,2001,10,"NewTaipeiCity",1,98135,27.18,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2001-11-01,2001,11,"NewTaipeiCity",1,99154,27.46,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2001-12-01,2001,12,"NewTaipeiCity",1,101930,28.23,1142103,1142.103,3610252,0.0452,3.1,7117521,1.98,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",2002-01-01,2002,1,"NewTaipeiCity",1,107910,29.63,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",2002-02-01,2002,2,"NewTaipeiCity",1,110183,30.26,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",2002-03-01,2002,3,"NewTaipeiCity",1,103800,28.51,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",2002-04-01,2002,4,"NewTaipeiCity",1,109166,29.98,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",2002-05-01,2002,5,"NewTaipeiCity",1,113607,31.2,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",2002-06-01,2002,6,"NewTaipeiCity",1,108949,29.92,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",2002-07-01,2002,7,"NewTaipeiCity",1,112686,30.95,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",2002-08-01,2002,8,"NewTaipeiCity",1,109577,30.09,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",2002-09-01,2002,9,"NewTaipeiCity",1,105128,28.87,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",2002-10-01,2002,10,"NewTaipeiCity",1,107197,29.44,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",2002-11-01,2002,11,"NewTaipeiCity",1,99326,27.28,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",2002-12-01,2002,12,"NewTaipeiCity",1,103627,28.46,1160816,1160.816,3641446,0.0444,3.06,6361437,1.75,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200",2003-01-01,2003,1,"NewTaipeiCity",1,109501,29.78,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204",2003-02-01,2003,2,"NewTaipeiCity",1,75487,20.53,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",2003-03-01,2003,3,"NewTaipeiCity",1,86136,23.43,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",2003-04-01,2003,4,"NewTaipeiCity",1,91985,25.02,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193",2003-05-01,2003,5,"NewTaipeiCity",1,96979,26.38,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",2003-06-01,2003,6,"NewTaipeiCity",1,94064,25.58,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",2003-07-01,2003,7,"NewTaipeiCity",1,92826,25.25,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194",2003-08-01,2003,8,"NewTaipeiCity",1,87861,23.9,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",2003-09-01,2003,9,"NewTaipeiCity",1,92603,25.19,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196",2003-10-01,2003,10,"NewTaipeiCity",1,86788,23.61,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",2003-11-01,2003,11,"NewTaipeiCity",1,81518,22.17,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",2003-12-01,2003,12,"NewTaipeiCity",1,89066,24.23,1146693,1146.693,3676533,0.0419,3.02,6817997,1.86,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",2004-01-01,2004,1,"NewTaipeiCity",1,103672,27.96,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,37,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",2004-02-01,2004,2,"NewTaipeiCity",1,79550,21.45,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",2004-03-01,2004,3,"NewTaipeiCity",1,84555,22.8,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,39,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289",2004-04-01,2004,4,"NewTaipeiCity",1,84817,22.87,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290",2004-05-01,2004,5,"NewTaipeiCity",1,92698,25,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295",2004-06-01,2004,6,"NewTaipeiCity",1,95137,25.66,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",2004-07-01,2004,7,"NewTaipeiCity",1,92045,24.82,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",2004-08-01,2004,8,"NewTaipeiCity",1,89759,24.21,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291",2004-09-01,2004,9,"NewTaipeiCity",1,87852,23.69,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",2004-10-01,2004,10,"NewTaipeiCity",1,85049,22.94,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",2004-11-01,2004,11,"NewTaipeiCity",1,85505,23.06,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297",2004-12-01,2004,12,"NewTaipeiCity",1,86608,23.36,1166321,1166.321,3708099,0.0383,2.98,5948971,1.61,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",2005-01-01,2005,1,"NewTaipeiCity",1,97033,25.97,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,49,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387",2005-02-01,2005,2,"NewTaipeiCity",1,92371,24.72,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392",2005-03-01,2005,3,"NewTaipeiCity",1,88352,23.64,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385",2005-04-01,2005,4,"NewTaipeiCity",1,84043,22.49,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388",2005-05-01,2005,5,"NewTaipeiCity",1,92057,24.64,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394",2005-06-01,2005,6,"NewTaipeiCity",1,87466,23.41,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386",2005-07-01,2005,7,"NewTaipeiCity",1,85161,22.79,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389",2005-08-01,2005,8,"NewTaipeiCity",1,87104,23.31,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391",2005-09-01,2005,9,"NewTaipeiCity",1,80782,21.62,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393",2005-10-01,2005,10,"NewTaipeiCity",1,79353,21.24,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396",2005-11-01,2005,11,"NewTaipeiCity",1,75167,20.12,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390",2005-12-01,2005,12,"NewTaipeiCity",1,81713,21.87,1197480,1197.48,3736677,0.0363,2.96,6500567,1.75,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490",2006-01-01,2006,1,"NewTaipeiCity",1,85661,22.74,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,61,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484",2006-02-01,2006,2,"NewTaipeiCity",1,72572,19.26,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,62,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482",2006-03-01,2006,3,"NewTaipeiCity",1,63429,16.84,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,63,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481",2006-04-01,2006,4,"NewTaipeiCity",1,68190,18.1,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483",2006-05-01,2006,5,"NewTaipeiCity",1,76044,20.19,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,65,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485",2006-06-01,2006,6,"NewTaipeiCity",1,76423,20.29,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,66,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491",2006-07-01,2006,7,"NewTaipeiCity",1,76718,20.37,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492",2006-08-01,2006,8,"NewTaipeiCity",1,74132,19.68,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,68,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489",2006-09-01,2006,9,"NewTaipeiCity",1,69656,18.49,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,69,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486",2006-10-01,2006,10,"NewTaipeiCity",1,70413,18.69,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,70,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487",2006-11-01,2006,11,"NewTaipeiCity",1,69969,18.57,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,71,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488",2006-12-01,2006,12,"NewTaipeiCity",1,71543,18.99,1192907,1192.907,3767095,0.0348,2.94,6254360,1.67,72,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"578",2007-01-01,2007,1,"NewTaipeiCity",1,77702,20.46,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,73,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582",2007-02-01,2007,2,"NewTaipeiCity",1,77870,20.5,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,74,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"583",2007-03-01,2007,3,"NewTaipeiCity",1,73788,19.43,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,75,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580",2007-04-01,2007,4,"NewTaipeiCity",1,72436,19.07,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,76,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"585",2007-05-01,2007,5,"NewTaipeiCity",1,75435,19.86,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,77,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587",2007-06-01,2007,6,"NewTaipeiCity",1,74581,19.64,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,78,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577",2007-07-01,2007,7,"NewTaipeiCity",1,73651,19.39,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,79,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"579",2007-08-01,2007,8,"NewTaipeiCity",1,76255,20.08,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"584",2007-09-01,2007,9,"NewTaipeiCity",1,65561,17.26,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,81,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588",2007-10-01,2007,10,"NewTaipeiCity",1,70985,18.69,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,82,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"586",2007-11-01,2007,11,"NewTaipeiCity",1,63798,16.8,1161741,1161.741,3798015,0.0341,2.9,6510507,1.72,83,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
