"","Time","Year","Month","City","City_code","Violation","Violation_per_ca","Income","Income_thous","Monthly_Population","Baby","Household_Size","TimeIndicator","TT_TPC","TT_NTC","FE_TPC","FE_NTC","TE.TPC","TE.NTC","MRSP","FE_TYC","FE_TCC","FE_TNC","FE_KSC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015"
"1",1998-01-01,1998,1,"NewTaipeiCity",1,288,0.084112984766788,1149230,1149.23,3423966,0.0514648412659873,3.32,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1998-02-01,1998,2,"NewTaipeiCity",1,850,0.247958354665045,1149230,1149.23,3427995,0.0514648412659873,3.31,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",1998-03-01,1998,3,"NewTaipeiCity",1,1382,0.402698722495124,1149230,1149.23,3431846,0.0514648412659873,3.31,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",1998-04-01,1998,4,"NewTaipeiCity",1,2166,0.630480134199705,1149230,1149.23,3435477,0.0514648412659873,3.3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",1998-05-01,1998,5,"NewTaipeiCity",1,1093,0.317780225173311,1149230,1149.23,3439484,0.0514648412659873,3.3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",1998-06-01,1998,6,"NewTaipeiCity",1,704,0.204638610829394,1149230,1149.23,3440211,0.0514648412659873,3.29,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",1998-07-01,1998,7,"NewTaipeiCity",1,455,0.132168737939603,1149230,1149.23,3442569,0.0514648412659873,3.28,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",1998-08-01,1998,8,"NewTaipeiCity",1,1256,0.364441109537476,1149230,1149.23,3446373,0.0514648412659873,3.28,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",1998-09-01,1998,9,"NewTaipeiCity",1,699,0.202633364061712,1149230,1149.23,3449580,0.0514648412659873,3.27,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",1998-10-01,1998,10,"NewTaipeiCity",1,524,0.151775219740974,1149230,1149.23,3452474,0.0514648412659873,3.26,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",1998-11-01,1998,11,"NewTaipeiCity",1,382,0.110588949847911,1149230,1149.23,3454233,0.0514648412659873,3.26,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",1998-12-01,1998,12,"NewTaipeiCity",1,618,0.178632128809374,1149230,1149.23,3459624,0.0514648412659873,3.26,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1999-01-01,1999,1,"NewTaipeiCity",1,834,0.240783047256704,1169204,1169.204,3463699,0.0486263275377914,3.25,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1999-02-01,1999,2,"NewTaipeiCity",1,541,0.156032022039451,1169204,1169.204,3467237,0.0486263275377914,3.25,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1999-03-01,1999,3,"NewTaipeiCity",1,574,0.165298728495687,1169204,1169.204,3472501,0.0486263275377914,3.24,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1999-04-01,1999,4,"NewTaipeiCity",1,606,0.174283167006989,1169204,1169.204,3477100,0.0486263275377914,3.23,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1999-05-01,1999,5,"NewTaipeiCity",1,660,0.189560718883177,1169204,1169.204,3481734,0.0486263275377914,3.23,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1999-06-01,1999,6,"NewTaipeiCity",1,203,0.0582420372662967,1169204,1169.204,3485455,0.0486263275377914,3.22,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",1999-07-01,1999,7,"NewTaipeiCity",1,471,0.134960075027486,1169204,1169.204,3489921,0.0486263275377914,3.21,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1999-08-01,1999,8,"NewTaipeiCity",1,435,0.124466760078732,1169204,1169.204,3494909,0.0486263275377914,3.21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",1999-09-01,1999,9,"NewTaipeiCity",1,358,0.102294102402111,1169204,1169.204,3499713,0.0486263275377914,3.2,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",1999-10-01,1999,10,"NewTaipeiCity",1,338,0.0964648762252894,1169204,1169.204,3503866,0.0486263275377914,3.19,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",1999-11-01,1999,11,"NewTaipeiCity",1,505,0.143995460578748,1169204,1169.204,3507055,0.0486263275377914,3.19,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",1999-12-01,1999,12,"NewTaipeiCity",1,343,0.0976952744824215,1169204,1169.204,3510917,0.0486263275377914,3.19,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",2000-01-01,2000,1,"NewTaipeiCity",1,287,0.0816687283040763,1153690,1153.69,3514197,0.0476361979160828,3.18,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",2000-02-01,2000,2,"NewTaipeiCity",1,422,0.119913616731075,1153690,1153.69,3519200,0.0476361979160828,3.18,26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",2000-03-01,2000,3,"NewTaipeiCity",1,892,0.253107088133477,1153690,1153.69,3524200,0.0476361979160828,3.18,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",2000-04-01,2000,4,"NewTaipeiCity",1,865,0.245182934814219,1153690,1153.69,3527978,0.0476361979160828,3.17,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",2000-05-01,2000,5,"NewTaipeiCity",1,1051,0.297528138490148,1153690,1153.69,3532439,0.0476361979160828,3.17,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2000-06-01,2000,6,"NewTaipeiCity",1,847,0.239420619062008,1153690,1153.69,3537707,0.0476361979160828,3.16,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",2000-07-01,2000,7,"NewTaipeiCity",1,971,0.274120175866019,1153690,1153.69,3542242,0.0476361979160828,3.16,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",2000-08-01,2000,8,"NewTaipeiCity",1,946,0.266708693491096,1153690,1153.69,3546941,0.0476361979160828,3.16,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",2000-09-01,2000,9,"NewTaipeiCity",1,590,0.166117025784459,1153690,1153.69,3551713,0.0476361979160828,3.15,33,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",2000-10-01,2000,10,"NewTaipeiCity",1,1068,0.300285271007457,1153690,1153.69,3556618,0.0476361979160828,3.15,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2000-11-01,2000,11,"NewTaipeiCity",1,811,0.227704986430355,1153690,1153.69,3561626,0.0476361979160828,3.14,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",2000-12-01,2000,12,"NewTaipeiCity",1,520,0.145744158462018,1153690,1153.69,3567896,0.0476361979160828,3.14,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",2001-01-01,2001,1,"NewTaipeiCity",1,28,0.00784082234544759,1142103,1142.103,3571054,0.0452494728899811,3.14,37,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",2001-02-01,2001,2,"NewTaipeiCity",1,108,0.0302130692785679,1142103,1142.103,3574612,0.0452494728899811,3.13,38,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",2001-03-01,2001,3,"NewTaipeiCity",1,61,0.0170444289585407,1142103,1142.103,3578882,0.0452494728899811,3.13,39,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",2001-04-01,2001,4,"NewTaipeiCity",1,345,0.0962985086291838,1142103,1142.103,3582610,0.0452494728899811,3.13,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2001-05-01,2001,5,"NewTaipeiCity",1,1340,0.373583206598483,1142103,1142.103,3586885,0.0452494728899811,3.12,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",2001-06-01,2001,6,"NewTaipeiCity",1,479,0.133434100686197,1142103,1142.103,3589787,0.0452494728899811,3.12,42,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",2001-07-01,2001,7,"NewTaipeiCity",1,489,0.136086037544718,1142103,1142.103,3593315,0.0452494728899811,3.11,43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2001-08-01,2001,8,"NewTaipeiCity",1,541,0.150374894897399,1142103,1142.103,3597675,0.0452494728899811,3.11,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",2001-09-01,2001,9,"NewTaipeiCity",1,591,0.164149248607509,1142103,1142.103,3600382,0.0452494728899811,3.11,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",2001-10-01,2001,10,"NewTaipeiCity",1,435,0.120710878852897,1142103,1142.103,3603652,0.0452494728899811,3.11,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",2001-11-01,2001,11,"NewTaipeiCity",1,594,0.164697962237031,1142103,1142.103,3606602,0.0452494728899811,3.1,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2001-12-01,2001,12,"NewTaipeiCity",1,803,0.222422146708872,1142103,1142.103,3610252,0.0452494728899811,3.1,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2002-01-01,2002,1,"NewTaipeiCity",1,376,0.104083189042476,1160816,1160.816,3612495,0.0443853897600019,3.1,49,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2002-02-01,2002,2,"NewTaipeiCity",1,118,0.0326472883798617,1160816,1160.816,3614389,0.0443853897600019,3.1,50,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",2002-03-01,2002,3,"NewTaipeiCity",1,563,0.155652522745865,1160816,1160.816,3617031,0.0443853897600019,3.09,51,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2002-04-01,2002,4,"NewTaipeiCity",1,620,0.171273557020282,1160816,1160.816,3619940,0.0443853897600019,3.09,52,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",2002-05-01,2002,5,"NewTaipeiCity",1,344,0.0949460022212948,1160816,1160.816,3623112,0.0443853897600019,3.09,53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2002-06-01,2002,6,"NewTaipeiCity",1,257,0.0708834700575259,1160816,1160.816,3625669,0.0443853897600019,3.08,54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",2002-07-01,2002,7,"NewTaipeiCity",1,765,0.210880089446237,1160816,1160.816,3627654,0.0443853897600019,3.08,55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",2002-08-01,2002,8,"NewTaipeiCity",1,947,0.260826575115713,1160816,1160.816,3630765,0.0443853897600019,3.07,56,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",2002-09-01,2002,9,"NewTaipeiCity",1,568,0.156319146453427,1160816,1160.816,3633592,0.0443853897600019,3.07,57,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",2002-10-01,2002,10,"NewTaipeiCity",1,667,0.183475235519485,1160816,1160.816,3635368,0.0443853897600019,3.06,58,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2002-11-01,2002,11,"NewTaipeiCity",1,704,0.193576185289805,1160816,1160.816,3636811,0.0443853897600019,3.06,59,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",2002-12-01,2002,12,"NewTaipeiCity",1,502,0.137857323711515,1160816,1160.816,3641446,0.0443853897600019,3.06,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",2003-01-01,2003,1,"NewTaipeiCity",1,317,0.0869744868436684,1146693,1146.693,3644747,0.0419425039840524,3.06,61,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"62",2003-02-01,2003,2,"NewTaipeiCity",1,170,0.0466019119393824,1146693,1146.693,3647919,0.0419425039840524,3.05,62,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"63",2003-03-01,2003,3,"NewTaipeiCity",1,202,0.0553235496465866,1146693,1146.693,3651248,0.0419425039840524,3.05,63,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"64",2003-04-01,2003,4,"NewTaipeiCity",1,626,0.17131596109212,1146693,1146.693,3654067,0.0419425039840524,3.05,64,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"65",2003-05-01,2003,5,"NewTaipeiCity",1,412,0.112659141291243,1146693,1146.693,3657049,0.0419425039840524,3.04,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"66",2003-06-01,2003,6,"NewTaipeiCity",1,299,0.0817116039495946,1146693,1146.693,3659211,0.0419425039840524,3.04,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"67",2003-07-01,2003,7,"NewTaipeiCity",1,246,0.0671837998556368,1146693,1146.693,3661597,0.0419425039840524,3.04,67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"68",2003-08-01,2003,8,"NewTaipeiCity",1,416,0.113515647831892,1146693,1146.693,3664693,0.0419425039840524,3.03,68,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"69",2003-09-01,2003,9,"NewTaipeiCity",1,361,0.0984196422705002,1146693,1146.693,3667967,0.0419425039840524,3.03,69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"70",2003-10-01,2003,10,"NewTaipeiCity",1,240,0.0653837823700804,1146693,1146.693,3670635,0.0419425039840524,3.02,70,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"71",2003-11-01,2003,11,"NewTaipeiCity",1,200,0.0544517579205527,1146693,1146.693,3672976,0.0419425039840524,3.02,71,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"72",2003-12-01,2003,12,"NewTaipeiCity",1,112,0.0304634828519151,1146693,1146.693,3676533,0.0419425039840524,3.02,72,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"73",2004-01-01,2004,1,"NewTaipeiCity",1,40,0.0108735039078014,1166321,1166.321,3678667,0.0383064206214559,3.02,73,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"74",2004-02-01,2004,2,"NewTaipeiCity",1,208,0.0564988018451205,1166321,1166.321,3681494,0.0383064206214559,3.02,74,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"75",2004-03-01,2004,3,"NewTaipeiCity",1,221,0.0599888654151162,1166321,1166.321,3684017,0.0383064206214559,3.01,75,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"76",2004-04-01,2004,4,"NewTaipeiCity",1,311,0.0843575817529397,1166321,1166.321,3686687,0.0383064206214559,3.01,76,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"77",2004-05-01,2004,5,"NewTaipeiCity",1,169,0.0458036287315051,1166321,1166.321,3689664,0.0383064206214559,3.01,77,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"78",2004-06-01,2004,6,"NewTaipeiCity",1,240,0.065003392364539,1166321,1166.321,3692115,0.0383064206214559,3,78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"79",2004-07-01,2004,7,"NewTaipeiCity",1,301,0.0814700774750664,1166321,1166.321,3694608,0.0383064206214559,3,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"80",2004-08-01,2004,8,"NewTaipeiCity",1,141,0.0381364940282578,1166321,1166.321,3697246,0.0383064206214559,2.99,80,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"81",2004-09-01,2004,9,"NewTaipeiCity",1,394,0.10648179553171,1166321,1166.321,3700163,0.0383064206214559,2.99,81,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"82",2004-10-01,2004,10,"NewTaipeiCity",1,284,0.0767004751918525,1166321,1166.321,3702715,0.0383064206214559,2.99,82,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"83",2004-11-01,2004,11,"NewTaipeiCity",1,969,0.261517921264484,1166321,1166.321,3705291,0.0383064206214559,2.99,83,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"84",2004-12-01,2004,12,"NewTaipeiCity",1,144,0.0388339146284929,1166321,1166.321,3708099,0.0383064206214559,2.98,84,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"85",2005-01-01,2005,1,"NewTaipeiCity",1,485,0.130692570922277,1197480,1197.48,3710999,0.0362752788105581,2.98,85,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"86",2005-02-01,2005,2,"NewTaipeiCity",1,165,0.0444350128511443,1197480,1197.48,3713288,0.0362752788105581,2.98,86,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"87",2005-03-01,2005,3,"NewTaipeiCity",1,622,0.167435064401932,1197480,1197.48,3714873,0.0362752788105581,2.98,87,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"88",2005-04-01,2005,4,"NewTaipeiCity",1,362,0.0973914952473219,1197480,1197.48,3716957,0.0362752788105581,2.98,88,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"89",2005-05-01,2005,5,"NewTaipeiCity",1,150,0.0403212691200098,1197480,1197.48,3720121,0.0362752788105581,2.97,89,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"90",2005-06-01,2005,6,"NewTaipeiCity",1,2185,0.586972698381997,1197480,1197.48,3722490,0.0362752788105581,2.97,90,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"91",2005-07-01,2005,7,"NewTaipeiCity",1,680,0.182547542225528,1197480,1197.48,3725057,0.0362752788105581,2.97,91,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"92",2005-08-01,2005,8,"NewTaipeiCity",1,473,0.126944457639869,1197480,1197.48,3726039,0.0362752788105581,2.96,92,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"93",2005-09-01,2005,9,"NewTaipeiCity",1,276,0.074015394129292,1197480,1197.48,3728954,0.0362752788105581,2.96,93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
