"","Time","Year","Month","City","City_code","Recycling","Recycling_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","TT_TPC","FE_NTC","FE_TPC","TE.NTC","TE.TPC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014","DATE_2015","DATE_2016","All_Tot","All_Cre","All_Com","All_Sch","All_Org","Pap_Tot","Pap_Cre","Pap_Com","Pap_Sch","Pap_Org","Met_Tot","Met_Cre","Met_Com","Met_Sch","Met_Org","Alu_Tot","Alu_Cre","Alu_Com","Alu_Sch","Alu_Org","Pla_Tot","Pla_Cre","Pla_Com","Pla_Sch","Pla_Org","Gla_Tot","Gla_Cre","Gla_Com","Gla_Sch","Gla_Org","Tex_Tot","Tex_Cre","Tex_Com","Tex_Sch","Tex_Org","App_Tot","App_Cre","App_Com","App_Sch","App_Org","Tir_Tot","Tir_Cre","Tir_Com","Tir_Sch","Tir_Org","Ret_Tot","Ret_Cre","Ret_Com","Ret_Sch","Ret_Org","Bat_Tot","Bat_Cre","Bat_Com","Bat_Sch","Bat_Org","Ele_Tot","Ele_Cre","Ele_Com","Ele_Sch","Ele_Org","Lig_Tot","Lig_Cre","Lig_Com","Lig_Sch","Lig_Org","Oth_Tot","Oth_Cre","Oth_Com","Oth_Sch","Oth_Org","All_Tot_pca","All_Cre_pca","All_Com_pca","All_Sch_pca","All_Org_pca","Pap_Tot_pca","Pap_Cre_pca","Pap_Com_pca","Pap_Sch_pca","Pap_Org_pca","Met_Tot_pca","Met_Cre_pca","Met_Com_pca","Met_Sch_pca","Met_Org_pca","Alu_Tot_pca","Alu_Cre_pca","Alu_Com_pca","Alu_Sch_pca","Alu_Org_pca","Pla_Tot_pca","Pla_Cre_pca","Pla_Com_pca","Pla_Sch_pca","Pla_Org_pca","Gla_Tot_pca","Gla_Cre_pca","Gla_Com_pca","Gla_Sch_pca","Gla_Org_pca","Tex_Tot_pca","Tex_Cre_pca","Tex_Com_pca","Tex_Sch_pca","Tex_Org_pca","App_Tot_pca","App_Cre_pca","App_Com_pca","App_Sch_pca","App_Org_pca","Tir_Tot_pca","Tir_Cre_pca","Tir_Com_pca","Tir_Sch_pca","Tir_Org_pca","Ret_Tot_pca","Ret_Cre_pca","Ret_Com_pca","Ret_Sch_pca","Ret_Org_pca","Bat_Tot_pca","Bat_Cre_pca","Bat_Com_pca","Bat_Sch_pca","Bat_Org_pca","Ele_Tot_pca","Ele_Cre_pca","Ele_Com_pca","Ele_Sch_pca","Ele_Org_pca","Lig_Tot_pca","Lig_Cre_pca","Lig_Com_pca","Lig_Sch_pca","Lig_Org_pca","Oth_Tot_pca","Oth_Cre_pca","Oth_Com_pca","Oth_Sch_pca","Oth_Org_pca"
"323",2003-11-01,2003,11,"TaoyuanCity",3,7024.809,3.86,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,47,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7024809,2464201,643916,711854,3204839,3719367,798874,361202,184499,2374791,887225,287679,102077,27100,470368,99539,34342,21151,3065,40982,380612,168798,62378,43141,106295,697004,545446,46679,6717,98162,151745,108405,8500,50,34790,69189,40919,9343,269,18658,128195,121064,2920,901,3310,58154,15544,8788,20392,13430,55316,38627,7651,1824,7215,41489,30476,4121,771,6121,0,0,0,0,0,611433,215452,0,391033,4948,3.85538959702537,1.35241469204067,0.353397088484283,0.390683149705693,1.75889521561955,2.0412809571505,0.438441886310937,0.198236625824952,0.101257632095276,1.30334426409451,0.48693110876336,0.157885377934498,0.0560223920530165,0.0148731528614355,0.258149637089582,0.0546294746374326,0.0188477422718604,0.0116081939546945,0.00168214810038006,0.0224919391353265,0.208889315752645,0.0926405334577336,0.0342345951730856,0.0236768519407818,0.0583373351810436,0.382533100997489,0.299354307588875,0.0256185941852009,0.00368645637528642,0.0538737428481264,0.083281423651606,0.059495355569886,0.00466501104509968,2.74412414417628e-05,0.0190936157951786,0.0379726410822826,0.0224573631711099,0.0051276703758078,0.000147633878956684,0.0102399736564082,0.0703565989325357,0.0664429290781115,0.00160256850019895,0.000494491170780566,0.0018166101834447,0.0319163590960855,0.00853093313941523,0.00482307259580423,0.0111916359096086,0.00737071745125749,0.0303587942318511,0.0211994566634195,0.00419905876541855,0.00100105648779551,0.00395977114004638,0.022770193323546,0.0167259854835833,0.00226170711963009,0.000423143943031983,0.0033593567773006,0,0,0,0,0,0.335569611569227,0.118245407022214,0,0.214608619293937,0.00271558525307685
"320",2003-12-01,2003,12,"TaoyuanCity",3,7455.437,4.09,1187838,1187.838,1822075,0.0521,3.29,2788555,1.54,48,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7455437,2715426,652008,576328,3511676,3752904,753169,340785,174483,2484467,934877,384825,110057,29479,410515,315955,37226,24058,2960,251711,377747,166693,61903,42426,106725,687828,523167,48231,4078,112351,244001,185492,8779,65,49665,86204,49483,15925,344,20452,136970,126153,6288,1604,2925,61289,17841,9695,18272,15481,73273,45037,10292,3161,14783,42176,25039,8146,814,8177,0,0,0,0,0,611757,335602,57,264738,11360,4.09172893541704,1.49029320966481,0.357838178999218,0.316303115952966,1.92729497962488,2.05968689543515,0.413357847509021,0.187031269294623,0.0957606026096621,1.36353717602184,0.513083709507018,0.211201514756528,0.0604020141871218,0.0161788071292345,0.225300824609305,0.173403948794643,0.0204305530782213,0.0132036277321186,0.00162452149335236,0.138145246490951,0.207316932618032,0.0914852571930354,0.0339739033793889,0.0232844421881646,0.0585733298574427,0.377497084368097,0.287127039227255,0.0264703703195533,0.00223810765199018,0.0616610183444699,0.133913807060631,0.101802615150309,0.00481813317234472,3.56736138742917e-05,0.027257385124103,0.0473108955449145,0.027157499005255,0.00874003539920146,0.000188795741119328,0.0112245653993387,0.0751725368055651,0.0692358986320541,0.00345101052371609,0.000880315025451751,0.00160531262434313,0.033636924934484,0.00979158377124981,0.00532085671555781,0.0100281272724778,0.00849635717519861,0.0402140416832458,0.0247174238162534,0.00564850513837246,0.00173483528394825,0.0081132774446716,0.0231472359809558,0.013742024889206,0.004470727055692,0.000446743410671899,0.00448774062538589,0,0,0,0,0,0.33574743081377,0.18418671020677,3.12830152436096e-05,0.145294787536188,0.00623465005556851
"416",2004-01-01,2004,1,"TaoyuanCity",3,8031.006,4.33,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8031006,3024986,692976,544244,3768800,4120621,1012117,371111,156629,2580764,1340062,425244,108761,29508,776549,119319,50067,23623,4038,41592,440874,204405,63510,42057,130902,723776,564411,51816,3028,104521,239275,190716,10438,70,38051,111037,69433,19693,949,20962,131468,119565,6613,1360,3930,62269,26601,9358,15165,11145,60571,35130,9236,4187,12018,44216,24457,9346,1492,8921,0,0,0,0,0,505153,230780,20,258574,15779,4.33398829699913,1.63245475381119,0.373969322660358,0.293705063439374,2.03385915708821,2.22372180899489,0.546195985060137,0.200272634697028,0.0845259302471791,1.39272725899055,0.723173787350333,0.229485885002339,0.0586936308066415,0.015924197624538,0.419070073916814,0.0643913290078029,0.0270190050992186,0.0127483164051939,0.00217913481116593,0.0224454123491861,0.237920723313019,0.110308581247244,0.0342736136347569,0.022696352836356,0.0706421755946615,0.390590757079355,0.304588325385086,0.0279628651251545,0.00163408127989362,0.0564054852892211,0.129126419500181,0.102921217099139,0.00563293936576276,3.77759873159028e-05,0.0205344870479631,0.0599218900513699,0.037470001818644,0.0106274645458868,0.00051213445661131,0.0113122892302279,0.0709476214349587,0.0645240846203702,0.0035687514874295,0.000733933467851825,0.00212085185930711,0.0336038993453421,0.0143554148370047,0.00505010984717454,0.00818389782350951,0.00601447683765338,0.0326875618244507,0.0189581490629666,0.00498427169785254,0.00225954369845264,0.00648559736517885,0.0238614722165708,0.0131983903112148,0.00504363396363468,0.000805168186790385,0.00481427975493098,0,0,0,0,0,0.272609333151289,0.124542033610915,1.07931392331151e-05,0.139541259203175,0.00851524719796614
"410",2004-02-01,2004,2,"TaoyuanCity",3,7254.259,3.91,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,50,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7254259,2559530,666690,358086,3669952,4257929,877043,336384,207195,2837307,881511,319818,109886,28174,423633,104937,29288,25777,4506,45366,446152,192564,67005,45788,140796,713230,554850,50654,4024,103702,142900,100575,9637,72,32616,108471,64334,20272,1685,22180,129037,116658,4476,3454,4449,63194,21671,8993,22726,9805,73166,50115,9697,2979,10375,63996,43845,10200,1373,8578,0,0,0,0,0,165387,141472,2654,14084,7177,3.91481137100391,1.38126818306675,0.359783899766275,0.193243602771462,1.98051514574246,2.29782102708592,0.473302360621447,0.181531967389609,0.111814224170264,1.5311724749046,0.475713547926125,0.17259201016282,0.0593007448885042,0.0152042952376892,0.228616497637112,0.0566299825852698,0.0158054730929737,0.0139107375006004,0.00243169426922083,0.0244820777224749,0.240769032756638,0.103918503164279,0.0361597147157438,0.0247098129602937,0.0759815415732835,0.384899534761733,0.299428665174695,0.0273357837357106,0.00217157961370275,0.055963506237625,0.0771169798206072,0.0542759989185274,0.0052006741394765,3.88553012392143e-05,0.0176014514613641,0.0585371302877613,0.0347182909711613,0.0109399259266854,0.000909321980389945,0.0119695914095246,0.0696357153611735,0.0629553018328369,0.00241550456037115,0.00186397514555897,0.00240093382240645,0.0341030820348737,0.0116949060160418,0.00485313505617019,0.0122642441105887,0.00529133650903467,0.0394845412565049,0.0270449086333781,0.00523305355717585,0.00160763808877249,0.00559894097717845,0.0345358869181216,0.0236612594837965,0.00550450100888869,0.00074094900835335,0.00462917741708306,0,0,0,0,0,0.0892522459173602,0.0763463496793628,0.00143224957623437,0.00760052864795964,0.00387311801380335
"411",2004-03-01,2004,3,"TaoyuanCity",3,7711.03,4.16,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,51,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7711030,2486474,747778,424429,4052349,4565030,899069,376494,237690,3051777,1019739,356812,121338,33188,508401,121686,35971,29097,3694,52925,540988,242451,75175,59637,163726,674209,485561,63229,4898,120522,129696,88950,11769,509,28468,102787,61424,18675,1644,21044,130295,118800,5778,1082,4635,90093,39238,10284,20244,20327,54655,31041,9757,2617,11240,43658,23423,9988,1895,8352,0,0,0,0,0,122430,72375,5296,18902,25857,4.16131102103637,1.34184300407603,0.403543603473016,0.22904606457859,2.18687834890873,2.46355021966737,0.485188844858877,0.203177608121621,0.128271063215956,1.64691270347091,0.550309250421877,0.192556079802313,0.0654808964133859,0.0179101352434312,0.274362138962747,0.0656686970360421,0.0194120005677191,0.0157023986132975,0.00199349281635635,0.0285613446956308,0.291947940372223,0.130840370010399,0.0405687120924713,0.0321835222222642,0.08835587570405,0.363841580460964,0.26203637395853,0.0341219700285317,0.00264323979818988,0.0650405363326748,0.0699913492989047,0.0480024867392793,0.00635122278172657,0.000274685393482779,0.015362954384416,0.05546972011771,0.033147889212743,0.0100780937589212,0.000887196044962059,0.0113565411010837,0.0703146038189364,0.0641112470447036,0.00311813792444695,0.000583908832511526,0.00250131001727442,0.0486193146464518,0.0211750598614485,0.00554983219366777,0.0109248155317591,0.0109696070595765,0.0294949512392952,0.0167514917467563,0.00526543297487519,0.00141228226865311,0.00606574424901067,0.0235603436319669,0.0126403850128627,0.00539009373301767,0.00102264994233765,0.00450721494374886,0,0,0,0,0,0.066070201815514,0.0390576725998352,0.00285802326892887,0.0102005958892171,0.0139539100575328
"409",2004-04-01,2004,4,"TaoyuanCity",3,8557.067,4.62,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,52,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8557067,2568233,663586,364910,4960338,5109539,797644,352714,177634,3781547,987716,278857,98505,30805,579549,102818,36223,23325,2922,40348,566635,220937,77765,65808,202125,797885,596067,44761,4136,152921,151200,107041,13003,84,31072,91938,60903,12463,667,17905,124431,111720,6959,1437,4315,69639,23833,8819,20015,16972,121804,39917,7587,3498,70802,32107,16911,7424,1516,6256,0,0,0,0,0,270961,237232,241,20455,13033,4.61788077790472,1.38596481760404,0.358108804557295,0.196926221877801,2.67688093386558,2.75739829220158,0.430454137522942,0.190344565573448,0.0958614247267582,2.04073816437843,0.533027815538775,0.150487121356439,0.0531589090079,0.0166241327038055,0.312757652470631,0.0554864494835213,0.0195479941220564,0.0125874986306205,0.00157687764195811,0.0217740790888864,0.305788522467808,0.119230190137337,0.0419664236231597,0.0355137453326419,0.109078163374669,0.430584194850701,0.32167170616326,0.0241555852606732,0.0022320211934082,0.0825248822333595,0.08159613260235,0.0577654208325936,0.00701715947240977,4.53311847790833e-05,0.0167682211125676,0.0496149817407067,0.0328667279357204,0.00672574471311566,0.000359951193424388,0.00966255789844627,0.0671500553957871,0.0602904757561808,0.00375547279616239,0.000775487053899318,0.00232861978954458,0.037581171152745,0.0128616443671416,0.00475923474484209,0.0108012340875399,0.00915905795322145,0.0657323765575174,0.0215414869384127,0.00409437736808221,0.00188772005187183,0.0382087921991507,0.0173267660678813,0.00912613887856045,0.00400641328333232,0.000818119953870123,0.0033760939521184,0,0,0,0,0,0.146225989987205,0.128023900327518,0.000130057327759037,0.0110386831506684,0.00703334918125944
"418",2004-05-01,2004,5,"TaoyuanCity",3,9148.738,4.94,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,53,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9148738,2659595,698005,483742,5307396,5192673,780097,369040,187856,3855680,1290303,407934,108590,34895,738885,123009,48058,19423,3236,52293,547745,232983,76358,68503,169902,863372,538898,53395,3694,267385,165037,112322,16142,189,36384,99118,73238,10217,736,14927,131984,105451,7537,2422,16574,88067,28893,11653,25151,22370,132672,33010,8575,4979,86109,24656,13578,5121,1196,4761,0,0,0,0,0,369627,248797,278,114705,5847,4.93718015206454,1.43526895693483,0.376683257520525,0.261054737945278,2.8641731996639,2.80226213405187,0.420984776816769,0.199155005129439,0.101377798188803,2.08074455391686,0.696320996595304,0.220144422996078,0.0586013494661983,0.0188313296769775,0.398744434113012,0.0663826631963126,0.0259348342632522,0.0104817571662397,0.00174632992791802,0.0282202814958643,0.295594402462131,0.125730897897443,0.0412071262781101,0.0369681208443041,0.0916887970992359,0.465924710298652,0.290820057322362,0.028814983467609,0.00199349281635635,0.144296176692324,0.0890633659807807,0.0606153492470976,0.00871114267504718,0.000101995165752937,0.0196348788928829,0.053489718725395,0.0395233965577441,0.00551367517723684,0.000397187523778635,0.00805545946663544,0.071226084427173,0.0569073662635609,0.00406739451999942,0.00130704916113024,0.00894427448248247,0.0475259696421373,0.0155923085931197,0.0062886225741745,0.0135729122426039,0.0120721262322392,0.0715973684167922,0.0178140763042564,0.00462755844619809,0.002686952012084,0.0464693213112153,0.0133057820465843,0.00732746222536183,0.00276358330063912,0.000645429726140282,0.00256930679444304,0,0,0,0,0,0.199471783765931,0.134265033089067,0.0001500246353403,0.0619013517867232,0.00315537425480119
"414",2004-06-01,2004,6,"TaoyuanCity",3,9950.009,5.37,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,54,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9950009,2727203,740603,751913,5730291,5808580,840111,397025,302742,4268702,1300111,405896,128826,44700,720689,115043,45088,16663,4585,48707,595514,236460,72862,72571,213623,905488,626191,61368,4943,212987,137038,90761,10371,496,35410,94971,66744,7657,1199,19371,100541,72983,6086,2476,18996,86685,25174,11520,25751,24240,134512,28366,10225,5356,90565,29723,16902,5974,888,5959,0,0,0,0,0,510909,246066,842,245640,18361,5.36959162538741,1.47175408479846,0.399671564773136,0.405775085009463,3.09239143046331,3.13464063433438,0.453371749713577,0.214257305201376,0.163376827885586,2.30363475153384,0.701613952075224,0.219044602108224,0.0695218477422642,0.0241226661860122,0.388924836038724,0.0620837558397629,0.0243320530871346,0.00899230395206983,0.00247432716919163,0.0262850716313668,0.321373275863465,0.12760728515312,0.0393204855401615,0.0391634453643197,0.115283139119787,0.488652902895745,0.337928332476178,0.0331176684228903,0.00266752436146439,0.114939917292174,0.0739535107113812,0.0489798054968379,0.00559678234933182,0.000267669852981254,0.0191092530122302,0.0512517613054086,0.0360188642487516,0.00413215335539811,0.000647048697025249,0.0104536950042336,0.0542576505818312,0.0393857840325219,0.00328435226863692,0.00133619063705965,0.0102513236436127,0.046780163721129,0.0135853243527219,0.00621684819827428,0.0138967064195973,0.0130812847505355,0.0725903372262388,0.0153079093743271,0.00551799243293008,0.00289040268662822,0.0488740327323533,0.016040223871294,0.00912128196590555,0.00322391068893147,0.000479215381950309,0.00321581583450664,0,0,0,0,0,0.27571559862258,0.132791229926785,0.000454391161714145,0.132561336061119,0.0099086414729613
"419",2004-07-01,2004,7,"TaoyuanCity",3,9767.117,5.27,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,55,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9767117,2766968,865296,536266,5598587,5748569,895031,465991,165841,4221706,1246583,418956,140635,30653,656339,139745,61934,20243,7256,50312,623401,245012,85426,42007,250958,807096,555600,72512,2324,176660,137990,89083,14103,396,34408,96744,67400,10351,1034,17959,92466,67633,7679,919,16235,90189,31739,13332,22280,22838,58962,28795,11287,2138,16743,36714,23716,7059,789,5150,0,0,0,0,0,498593,240733,2807,245745,9308,5.27089268435626,1.4932135438787,0.466963010292877,0.289399680199285,3.0213164499854,3.10225528040846,0.483009710047711,0.251475287218926,0.0894972501779519,2.27827303296387,0.672727194231715,0.226092522027448,0.075894656802457,0.0165421048456338,0.354197910556176,0.0754143621065833,0.0334231142631875,0.0109242758747974,0.00391575091377415,0.0271512210548243,0.336422689553159,0.1322224314892,0.0461007356064044,0.0226693699882733,0.135431231783205,0.435554975124512,0.299833407895937,0.039131605603582,0.00125416277888797,0.0953357988461055,0.0744672641388775,0.0480742611151795,0.0076107821302311,0.000213704156815679,0.0185685167366512,0.0522085730984243,0.0363728792155978,0.00558598921009871,0.00055800529835205,0.00969169937437568,0.0498999206164609,0.0364986192876636,0.00414402580855453,0.000495944747761638,0.00876133077248117,0.0486711217147708,0.017128172305992,0.00719470661279451,0.0120235571056902,0.0123246856902941,0.0318192537731466,0.0155394222108774,0.00609110812620849,0.00115378658402,0.00903547650900229,0.0198129656902293,0.0127985045026279,0.00380943849232797,0.00042578934274639,0.00277923335252713,0,0,0,0,0,0.269069183482827,0.129913239350275,0.0015148170913677,0.132618000042093,0.00502312699909176
"420",2004-08-01,2004,8,"TaoyuanCity",3,9326.784,5.03,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,56,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9326784,2237346,867877,649953,5571607,5689371,707555,474030,202848,4304938,1151779,344584,137334,25962,643899,123175,49203,21952,3018,49003,545323,204364,90673,49449,200839,628850,440280,64383,2249,121939,136376,88130,12360,359,35527,82804,45888,13490,1066,22360,70538,47838,6160,720,15820,72217,30197,13467,10553,18000,52559,23894,9675,1933,17057,25589,13397,6990,651,4551,0,0,0,0,0,560474,206398,2926,332089,19061,5.0332639154595,1.20739934453265,0.468355864910911,0.350751661199042,3.00675650515993,3.07030866759236,0.381836981504337,0.255813589533677,0.109468335357946,2.3231897611964,0.621565555638903,0.185957154475186,0.0741132491720313,0.0140105740385067,0.347484577953178,0.0664722462519475,0.0265527414843481,0.0118465496222671,0.00162868471027707,0.0264448100920169,0.294287353301001,0.110286455311816,0.0489323156842122,0.0266854970969154,0.10838416452198,0.339363280337221,0.237600167077795,0.0347447341622824,0.00121368850676379,0.065805230247341,0.0735962578027651,0.0475599680307216,0.00667016004606512,0.000193736849234416,0.019172392876744,0.044685755052943,0.0247637786564592,0.00727997241273612,0.000575274321125034,0.0120667296626227,0.0380663227612736,0.025816109731688,0.00332428688379944,0.000388553012392143,0.00853737313339403,0.0389724067998936,0.0162960212711188,0.00726756030261804,0.00569499991635317,0.00971382530980357,0.0283638302476648,0.0128945634418026,0.00522118110401942,0.00104315690688057,0.00920492879496219,0.0138092819918091,0.00722978431530213,0.00377220216197372,0.000351316682037896,0.00245597883249534,0,0,0,0,0,0.302463695927047,0.111384117571824,0.00157903626980474,0.179214140739298,0.0102864013461203
"412",2004-09-01,2004,9,"TaoyuanCity",3,10388.224,5.61,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,57,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10388224,2597426,894979,683087,6212732,6205857,924939,445053,254098,4581767,1272506,374330,159574,43869,694734,127988,51736,23748,4911,47593,881283,261422,98598,66520,454743,680110,420002,68856,5083,186169,141732,88897,16735,543,35557,97705,61030,17997,2024,16654,101055,77036,8164,1281,14574,88231,33210,15249,17759,22013,62014,26846,11416,5883,17870,38261,20322,9278,2821,5840,0,0,0,0,0,499941,218975,3409,247745,29812,5.60607740083938,1.40171902328566,0.482981647885705,0.368632654966544,3.35274407470148,3.34903393309009,0.499149770456911,0.240175949755778,0.137125754642804,2.4725824582346,0.686716721648717,0.202009790456598,0.0861152199992553,0.0236742112508763,0.374918039598949,0.0690696152083966,0.0279196925682221,0.0128157735254008,0.00265025533869141,0.0256838937760823,0.475590506138868,0.141078202229971,0.053209097105334,0.0358979810893408,0.245405225714222,0.367026096191695,0.22665700320934,0.0371586197517686,0.0027430763360962,0.10046739689449,0.0764866604893933,0.0479738849203116,0.00903115925330904,0.000293033730179074,0.0191885825855936,0.0527271834385754,0.0329352643698507,0.0097122063389186,0.00109226569039125,0.00898744703941493,0.0545350342601222,0.0415730136981127,0.00440575943495757,0.000691300567881021,0.00786496055917096,0.0476144733838488,0.0179220076965876,0.00822922900828859,0.00958376798204453,0.0118794686969281,0.0334662868201199,0.0144876307926104,0.00616072387426209,0.0031748019054208,0.00964366990478832,0.0206478150099108,0.0109669087747682,0.00500693729024209,0.00152237228883088,0.0031515966560696,0,0,0,0,0,0.269796641067139,0.118171383178569,0.00183969058228447,0.133697313965405,0.0160882533408813
"417",2004-10-01,2004,10,"TaoyuanCity",3,9730.908,5.25,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,58,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9730908,2483983,966061,537133,5743731,5641588,820749,474798,210818,4135223,1488909,432878,153596,35986,866449,163039,65852,32219,4470,60498,649668,234243,103124,85840,226463,734061,451195,73601,5119,204146,148658,92497,15868,929,39364,90051,49470,15358,1504,23719,125594,88341,21036,772,15445,92810,29448,17798,23079,22485,71361,28686,14321,7766,20588,41237,19052,11541,2805,7839,0,0,0,0,0,308026,135609,14658,125730,32029,5.25135224543167,1.34049871858454,0.521341544034119,0.28986756278504,3.09964442002796,3.04452223899356,0.442922911621998,0.256228046080229,0.113769401342343,2.23160187994899,0.803500107121907,0.233605626247619,0.0828891506824772,0.019420095422144,0.467585234769666,0.0879851313713925,0.0355374902389547,0.0173872076475867,0.00241226661860122,0.0326481668662498,0.35059785896497,0.126410865669129,0.055651584513788,0.0463241535885299,0.122212334507447,0.396141128929984,0.243490522814268,0.0397192920348251,0.0027625039867158,0.110168810094176,0.0802243246058211,0.0499166499822723,0.0085632766675535,0.000501341317378195,0.0212430566386171,0.0485966490540623,0.0266968298931101,0.00828805161710907,0.000811644070330254,0.0128001234735128,0.0677776764421927,0.047673835649631,0.0113522238453904,0.000416615174398242,0.00833500177277312,0.0500855626112705,0.0158918182068386,0.00960481460354911,0.0124547430180531,0.0121341867828296,0.0385104604407163,0.015480599602057,0.00772842734787205,0.00419097596421858,0.0111104575265687,0.0222538341277983,0.0102815444334654,0.00622818099446906,0.00151373777744439,0.00423037092241945,0,0,0,0,0,0.166228375270975,0.0731823409131751,0.00791029174395004,0.0678510697889779,0.0172846728248721
"413",2004-11-01,2004,11,"TaoyuanCity",3,9906.164,5.35,1231830,1231.83,1853029,0.0475,3.23,2641599,1.44,59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9906164,2438085,971703,732600,5763776,5727111,847144,462977,203127,4213863,1346881,368975,168491,39214,770202,140341,41474,38723,5178,54966,668661,217968,109410,73075,268209,724232,441499,69994,5791,206948,139616,83088,16329,729,39470,92767,55642,16684,1243,19198,140495,101592,22527,961,15415,88129,24980,17040,28129,17980,66486,26882,13057,8950,17597,39333,17475,13249,2263,6346,0,0,0,0,0,535861,167753,5896,328759,33453,5.34593036590361,1.31572954335847,0.524386288611781,0.395352690109005,3.11046184382435,3.09067532132525,0.457167157124902,0.249848761136496,0.109618899650248,2.2740405034136,0.726853708171863,0.199119927426932,0.0909273411263396,0.0211621080943687,0.415644871181185,0.0757359976557302,0.0223817328277107,0.0208971365261958,0.00279434374745349,0.0296627845543702,0.360847563637698,0.117627948618181,0.059043868174756,0.0394354324729942,0.144740854028728,0.39083684065387,0.238258008914054,0.0377727493741328,0.00312515346494847,0.111680928900735,0.0753447463585297,0.0448390176300533,0.00881205852687681,0.000393409925047045,0.0213002602765526,0.0500623573619193,0.0300275926604495,0.0090036367482646,0.000670793603338102,0.0103603343498672,0.0758191048278251,0.0548248300485314,0.0121568523752192,0.00051861034015118,0.00831881206392345,0.0475594283737599,0.0134806309021607,0.00919575462661405,0.0151800106744147,0.00970303217057046,0.0358796327526445,0.01450705844323,0.00704630094833918,0.004829929806819,0.0094963435542563,0.0212263272728058,0.0094305054049343,0.00714991508497708,0.00122124370422697,0.00342466307866741,0,0,0,0,0,0.289181119129814,0.0905290742886377,0.00318181744592233,0.177417083056984,0.0180531443382699
