"","Time","Year","Month","City","City_code","Recycling","Recycling_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","TT_TPC","FE_NTC","FE_TPC","TE.NTC","TE.TPC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015","y2016","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014","DATE_2015","DATE_2016","All_Tot","All_Cre","All_Com","All_Sch","All_Org","Pap_Tot","Pap_Cre","Pap_Com","Pap_Sch","Pap_Org","Met_Tot","Met_Cre","Met_Com","Met_Sch","Met_Org","Alu_Tot","Alu_Cre","Alu_Com","Alu_Sch","Alu_Org","Pla_Tot","Pla_Cre","Pla_Com","Pla_Sch","Pla_Org","Gla_Tot","Gla_Cre","Gla_Com","Gla_Sch","Gla_Org","Tex_Tot","Tex_Cre","Tex_Com","Tex_Sch","Tex_Org","App_Tot","App_Cre","App_Com","App_Sch","App_Org","Tir_Tot","Tir_Cre","Tir_Com","Tir_Sch","Tir_Org","Ret_Tot","Ret_Cre","Ret_Com","Ret_Sch","Ret_Org","Bat_Tot","Bat_Cre","Bat_Com","Bat_Sch","Bat_Org","Ele_Tot","Ele_Cre","Ele_Com","Ele_Sch","Ele_Org","Lig_Tot","Lig_Cre","Lig_Com","Lig_Sch","Lig_Org","Oth_Tot","Oth_Cre","Oth_Com","Oth_Sch","Oth_Org","All_Tot_pca","All_Cre_pca","All_Com_pca","All_Sch_pca","All_Org_pca","Pap_Tot_pca","Pap_Cre_pca","Pap_Com_pca","Pap_Sch_pca","Pap_Org_pca","Met_Tot_pca","Met_Cre_pca","Met_Com_pca","Met_Sch_pca","Met_Org_pca","Alu_Tot_pca","Alu_Cre_pca","Alu_Com_pca","Alu_Sch_pca","Alu_Org_pca","Pla_Tot_pca","Pla_Cre_pca","Pla_Com_pca","Pla_Sch_pca","Pla_Org_pca","Gla_Tot_pca","Gla_Cre_pca","Gla_Com_pca","Gla_Sch_pca","Gla_Org_pca","Tex_Tot_pca","Tex_Cre_pca","Tex_Com_pca","Tex_Sch_pca","Tex_Org_pca","App_Tot_pca","App_Cre_pca","App_Com_pca","App_Sch_pca","App_Org_pca","Tir_Tot_pca","Tir_Cre_pca","Tir_Com_pca","Tir_Sch_pca","Tir_Org_pca","Ret_Tot_pca","Ret_Cre_pca","Ret_Com_pca","Ret_Sch_pca","Ret_Org_pca","Bat_Tot_pca","Bat_Cre_pca","Bat_Com_pca","Bat_Sch_pca","Bat_Org_pca","Ele_Tot_pca","Ele_Cre_pca","Ele_Com_pca","Ele_Sch_pca","Ele_Org_pca","Lig_Tot_pca","Lig_Cre_pca","Lig_Com_pca","Lig_Sch_pca","Lig_Org_pca","Oth_Tot_pca","Oth_Cre_pca","Oth_Com_pca","Oth_Sch_pca","Oth_Org_pca"
"729",2007-12-01,2007,12,"TainanCity",5,21326.634,11.4,1011389,1011.389,1870061,0.0329,3.06,2287930,1.22,96,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21326634,2871658,12959323,695261,4800394,9738585,529922,6729670,300774,2178219,6122340,197312,4732224,105160,1087645,395450,31137,196176,18053,150085,1664343,209111,620307,94856,740069,848698,548558,131062,41143,127934,327993,142406,70790,5525,109272,193184,22128,96857,7708,66491,215640,89177,68753,1454,56256,173040,29094,74416,31024,38506,94033,8006,34103,7461,44463,79533,7865,36334,1165,34163,28377,4305,15845,3258,4970,1257123,999101,89690,62136,106196,11.4042451021651,1.53559589767393,6.92989319599735,0.371785198450746,2.56697187952692,5.2076295906925,0.283371504993687,3.59863662201393,0.160836464692863,1.16478499899201,3.27387181487663,0.105510996700108,2.53051852319256,0.0562334597641467,0.581609369961729,0.21146369022187,0.0166502590022465,0.104903529884854,0.0096536957885331,0.080256740288151,0.889993962763782,0.111820416553257,0.331704152966133,0.0507234790736773,0.395745914170714,0.453834393637427,0.29333695531857,0.0700843448422271,0.0220008866020948,0.0684116721326203,0.175391604872782,0.0761504571241259,0.0378543801512357,0.00295444907946853,0.0584323185179521,0.103303582075665,0.0118327690914895,0.051793497645264,0.00412179067955537,0.035555524659356,0.115311746515221,0.047686679739324,0.0367651108707149,0.000777514744171447,0.0300824411610103,0.0925317409432099,0.0155577812702366,0.0397933543344308,0.01658983316587,0.0205907721726724,0.0502833864777673,0.00428114377017648,0.0182363035216498,0.0039897094265909,0.0237762297593501,0.0425296287126463,0.00420574516018461,0.0194293127336488,0.000622974330783862,0.01826838803654,0.0151743713172993,0.00230206394336869,0.00847298564057536,0.00174218915853547,0.00265766731673459,0.672236360204293,0.534261181854496,0.0479610023416348,0.0332267236202455,0.0567874523879168
"817",2008-01-01,2008,1,"TainanCity",5,22068.039,11.78,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,97,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29228668,5907700,15153203,995270,7172493,12523727,1050749,7591579,464474,3416925,7188093,366069,5245383,136766,1439875,514311,61617,278862,24752,149080,2457702,422032,875522,119814,1040334,1589686,1080989,217093,48259,243345,609133,323456,97480,5444,182753,267215,39846,142501,8176,76692,336403,168382,88471,1039,78511,320540,67361,133423,40913,78843,175271,17365,58552,9787,89569,112432,17168,52364,2486,40408,42282,8426,24079,4089,5686,2725585,2212168,217467,100765,195185,15.6052268947493,3.15412932693719,8.09031636327719,0.531376050784702,3.82940408594745,6.68643543396841,0.560996366800943,4.05315468992341,0.247983320920126,1.82430105632393,3.83773294785652,0.195444753217423,2.80051735046089,0.0730195594779512,0.768751284700254,0.274591365212586,0.0328974028366182,0.148884813441502,0.0132151275623931,0.0795940213720732,1.31217054946463,0.225323477513408,0.4674424254073,0.0639688628700938,0.555435783673829,0.848735587998964,0.577141545270835,0.115906257591411,0.0257655478762737,0.129922237260445,0.325216964183224,0.172693612670548,0.0520447089036068,0.0029065592457041,0.0975720833633653,0.142666463784133,0.0212738353608239,0.0760814840323437,0.00436517788260042,0.0409459665083649,0.179606034153673,0.0898993862803356,0.0472347911511181,0.000554723559200322,0.0419171331630188,0.171136756175237,0.0359641325036505,0.0712347270829496,0.0218435081593482,0.0420943884292888,0.0935774330554377,0.00927119788788604,0.0312609950320474,0.00522529304513336,0.0478210148931797,0.0600276027026089,0.0091660193112138,0.0279572131414492,0.00132727889140712,0.0215738879501123,0.0225744191820097,0.00449865323370733,0.0128558119172132,0.00218312284270464,0.00303576338557559,1.45519365938692,1.18107960202989,0.116105936716667,0.0537985750171516,0.10420954562321
"827",2008-02-01,2008,2,"TainanCity",5,20697.294,11.05,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,98,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27680097,5525788,13847671,875299,7431339,11599129,942842,6871617,384513,3400157,6760765,370368,4740999,123852,1525546,496890,59386,262572,21551,153381,2475575,412766,856879,111746,1094186,1626855,1102844,234147,47997,241867,749895,341360,106993,5392,296150,267764,43734,121591,7823,94616,295194,156598,31419,0,106136,296227,56270,135830,36205,67922,129155,14758,48181,10914,55304,108081,14932,45032,4875,43237,39792,8932,21409,4366,5085,2432828,1924209,214381,88102,206136,14.7784426629934,2.95022597376942,7.39329099495196,0.467323365394113,3.96760232887793,6.19279126323742,0.503384667953369,3.66876596698888,0.205292030720687,1.81534859757449,3.60958192850526,0.197739995355058,2.53122602449006,0.0661247567411726,0.814491151918975,0.265290268846052,0.0317062688033401,0.140187559563375,0.0115061091668202,0.0818903313125165,1.32171296926597,0.220376347099981,0.457488901524555,0.0596613463391715,0.584187442105066,0.868580169300135,0.588809960464601,0.12501141214252,0.0256256657083136,0.129133130984701,0.400369993673268,0.182252583415421,0.057123712963927,0.00287879637267386,0.158114900921247,0.142959575655164,0.0233496440212386,0.0649176056657617,0.00417671068683746,0.050515615281326,0.157604491178614,0.0836078921305602,0.0167746482257122,0,0.0566661594603325,0.158156011329388,0.0300426320271435,0.0725198277634069,0.0193299003473029,0.0362636511915345,0.0689560358888524,0.00787931692654317,0.0257239035667283,0.00582699992792331,0.0295268832704664,0.0577045976919442,0.00797221577091359,0.0240426480441857,0.00260276934658477,0.0230842950232381,0.0212450046849848,0.00476880734434772,0.0114302951673914,0.0023310135317311,0.00271488864151457,1.2988902859309,1.02733788751231,0.114458316982603,0.0470377815328843,0.110056299903097
"819",2008-03-01,2008,3,"TainanCity",5,19909.353,10.63,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,99,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26703261,5298940,13458600,940142,7005579,11202194,814990,6754288,382964,3249952,6381861,316650,4565770,153242,1346201,452393,62326,220229,24143,145695,2386356,361168,830907,114837,1079445,1707010,1114896,223046,46609,322459,491897,229690,112790,5218,144199,251438,39832,121902,8089,81616,264836,129392,36012,1052,98380,306076,58974,134824,44875,67404,162319,16596,38062,7830,99830,103533,12865,45193,2767,42704,38752,8480,20195,3626,6451,2624311,2063560,229471,122527,208755,14.2569085506979,2.82911150797782,7.18556544162989,0.501943134161414,3.74028846692881,5.98086710927093,0.435124305594486,3.60612384910879,0.204465017445228,1.73515393712243,3.40728455076201,0.169059879712014,2.43767101529361,0.0818161190173011,0.718738604541899,0.241533258053235,0.0332759389323574,0.117580572395696,0.0128899816070966,0.0777867651180856,1.27407881986434,0.192828102434323,0.443622414248761,0.0613116355802574,0.576317201502399,0.911375036372033,0.595244540190763,0.119084572651968,0.0248846105589681,0.172161312970334,0.262624499133745,0.122631813582986,0.060218739405394,0.00278589752830345,0.0769880486170619,0.134243101326478,0.0212663607411619,0.0650836490025387,0.00431872846041522,0.0435748970237666,0.141396312343,0.0690825705217018,0.0192268573762483,0.000561664277457882,0.0525252201675917,0.163414406261596,0.0314863014247159,0.0719827229505527,0.0239588255236905,0.0359870902640409,0.0866623420652908,0.00886062770788119,0.020321355255325,0.00418044799666846,0.0532993772040117,0.0552764141046073,0.00686864156796164,0.0241286061702985,0.00147730518605129,0.0227997255746781,0.0206897472243801,0.00452748390954642,0.0107821388624163,0.00193592649245464,0.00344419795996273,1.40112332855492,1.10173758212071,0.122514889175416,0.065417337380306,0.111454587681293
"825",2008-04-01,2008,4,"TainanCity",5,20613.489,11.01,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,100,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27584079,4783518,14396124,915079,7489358,11928712,742709,7275466,394008,3516529,6678699,281799,4739253,150856,1506790,496002,52270,242222,22759,178752,2424079,385281,894593,122709,1021496,1536731,920878,263754,46827,305271,559189,270720,112712,5855,169902,267761,38144,134644,8157,86815,317588,132608,43207,0,140738,326777,60382,150778,44650,70968,104556,11244,38126,7458,47729,112989,11159,51692,2946,47187,47271,15122,23041,3853,5254,2432715,1803654,270504,82136,276420,14.7271785179431,2.55392697830492,7.68611082191452,0.488561963262244,3.99857875446141,6.36875608981289,0.396533378181051,3.88438151526558,0.210361424555727,1.87747977181054,3.5657667758495,0.150452881866306,2.53029383263793,0.0805422302663367,0.80447729717753,0.26481616439892,0.027907026409433,0.129322665983273,0.0121510620633688,0.0954359438442503,1.29421918254356,0.205702066999287,0.47762445909114,0.0655145074359118,0.545378149017221,0.820462839127498,0.49165805750652,0.140818631023409,0.0250010010651333,0.162984615631031,0.29855179244049,0.144537788206652,0.0601770950958486,0.00312599272292386,0.0907109164150656,0.14295797395095,0.0203651351704881,0.0718866206977557,0.0043550337559163,0.0463506504253859,0.169560679229367,0.0707995974383411,0.0230682779811052,0,0.0751402158563378,0.174466699234652,0.03223803460215,0.0805005859567914,0.0238386977076943,0.0378899148694211,0.0558225952413368,0.00600318739138443,0.0203555249452084,0.00398183667422137,0.025482580131927,0.0603249857848751,0.00595780577200808,0.0275984313976738,0.00157287353744384,0.0251932055707273,0.0252380532886992,0.00807365703775484,0.0123016222594174,0.00205712211125971,0.00280511797886284,1.2988299550722,0.962973403701538,0.144422465503296,0.043852525754069,0.147581026211889
"821",2008-05-01,2008,5,"TainanCity",5,22805.349,12.18,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,101,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30718628,4920182,15522448,1059279,9216720,13683880,725419,7869680,446381,4642401,7188701,286103,5117126,157650,1627823,496320,46133,264227,24042,161919,2722234,422090,950359,138829,1210957,1849340,1013570,277296,48839,509636,514897,201322,126835,6296,180443,268863,40272,131754,8542,88295,375414,177382,49156,0,147746,346626,61228,164348,50634,70416,156035,11230,46457,9351,88996,127287,13100,55400,3031,55751,56125,17388,24960,4521,9256,2614521,1846504,313610,135638,318771,16.4007186312904,2.62689207983962,8.28745678735508,0.565550545780711,4.92081975221636,7.30584275001935,0.387302222898497,4.20163320439614,0.238323442809816,2.4785844138163,3.83805755991041,0.152750793510962,2.73204075803321,0.0841695564080181,0.869096985859621,0.264985945045528,0.0246304734904605,0.141071166387703,0.0128360575652494,0.0864487815035197,1.45340455578068,0.225354443794864,0.507398004810452,0.0741209980752854,0.646531643001487,0.98736522326422,0.541146446485728,0.148048723842168,0.0260752106908417,0.272095376146887,0.274904231435581,0.107486098542182,0.0677173846305803,0.00336144324227645,0.0963387711191374,0.14354633329863,0.0215012773591101,0.0703436456389599,0.00456058579662094,0.0471408245039389,0.2004340618418,0.0947044989201844,0.0262444574360453,0,0.0788817968985667,0.185064108211137,0.0326897151902958,0.0877456280148745,0.0270335637117893,0.037595201294177,0.0833073056398675,0.00599571277172245,0.0248034575454951,0.0049925120328029,0.0475150893884426,0.0679587080653816,0.00699410839800214,0.0295781378052915,0.00161825515682019,0.0297655371982456,0.0299652163235015,0.00928347762018788,0.013326179054514,0.00241376824941738,0.00494179139938228,1.39589643380557,0.985851078881263,0.167436819442554,0.0724173186937568,0.170192284590805
"826",2008-06-01,2008,6,"TainanCity",5,22545.509,12.04,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,102,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31632891,4677532,15029417,1169087,10756857,13600930,725780,7473259,507968,4893923,6923657,272394,4883064,145962,1622237,481014,48658,241251,22271,168835,2735334,421322,954470,126714,1232830,2910849,843996,351680,43968,1671206,489456,169188,119675,5848,194744,282938,24806,138552,34601,84980,393979,154980,61617,0,176364,338439,60884,164283,47154,66118,199651,9986,46951,7268,135446,132564,10438,54227,21836,46058,42356,7378,22577,4036,8365,2760557,1873702,365897,176053,344905,16.8888449310066,2.49734090405525,8.02422684402871,0.624177191198101,5.74310105952734,7.26155562852208,0.387494961305496,3.98998347575153,0.271204828604302,2.61287236286075,3.69655019607529,0.145431539157664,2.60707472751007,0.0779293167930678,0.866114612614489,0.256814050149359,0.0259785745366403,0.128804247719574,0.0118905181780081,0.0901412436165413,1.46039866417869,0.224944407516264,0.509592873484054,0.0676527825606445,0.658209668420533,1.5541063691768,0.450610649731314,0.187762445909114,0.0234745769498747,0.892259230487906,0.261321245805537,0.0903297108123043,0.0638946505748783,0.00312225541309286,0.103974095103857,0.151060995565949,0.0132439582382321,0.073973107386259,0.0184735224946009,0.0453709413482612,0.210345941414999,0.0827440396581963,0.0328974028366182,0,0.0941609872904771,0.180693057413088,0.0325060531071727,0.0877109244235867,0.0251755868243811,0.035300493057947,0.106593949295384,0.00533153942461446,0.0250672048392823,0.00388039540738012,0.0723148096241067,0.0707761057765462,0.00557286285941575,0.0289518714578979,0.011658271067082,0.0245904308851284,0.0226139278859373,0.00393912456186716,0.0120538920077629,0.00215482606826997,0.00446608524803725,1.47386525930256,1.00037212927889,0.195352922175862,0.0939949439537001,0.184145263894117
"818",2008-07-01,2008,7,"TainanCity",5,21118.872,11.28,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,103,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29352976,4797024,14801530,697492,9056931,13194203,737364,7455837,339628,4661374,6759539,310753,4738101,123200,1587486,482370,47217,245461,18087,171604,2575975,360308,919008,82338,1214323,1813997,983338,431021,36125,363513,467813,190754,101948,5027,170085,247727,34236,115646,7318,90527,361150,161820,51574,0,146785,321036,52929,170200,28627,69281,127665,11098,43557,4724,68285,109748,10719,53825,1401,43798,39810,9670,21363,3451,5327,2530721,1831896,308113,41756,348958,15.6715951105309,2.56113785067312,7.90255765467791,0.372391958377047,4.83550818070427,7.04440351200344,0.393679675174386,3.98068184548359,0.181327866182952,2.48871412516251,3.60892736538343,0.165911463130104,2.52967877822003,0.0657766530254858,0.847561004909223,0.257538020453763,0.0252092226128601,0.131051972632214,0.0096566747018828,0.0916196166054015,1.3753166702705,0.192368947226516,0.490659661880241,0.0439603738377634,0.64832875512879,0.968495545927534,0.525005539227071,0.230122717237808,0.0192871882349487,0.194080101227706,0.24976601770951,0.101843828500191,0.0544301803785895,0.00268392236005777,0.0908086203720759,0.132261793214647,0.0182786484819848,0.0617435618164394,0.0039070904776015,0.0483324924386214,0.192818492209044,0.0863959252644814,0.0275354310319513,0,0.0783687176489118,0.171401571271833,0.0282588674349508,0.0908700190335851,0.0152839955045502,0.0369892232001516,0.0681605227962552,0.005925237786338,0.0232551434726549,0.00252215023451619,0.0364574574013417,0.0585946113331251,0.00572288915405992,0.028737243093318,0.00074799586760313,0.023383813711122,0.0212546149102645,0.00516282658081532,0.0114057357027878,0.0018424937466798,0.00284409278138606,1.35115549611453,0.978051847165384,0.164501963422415,0.0222935870432807,0.186309166286262
"823",2008-08-01,2008,8,"TainanCity",5,21921.341,11.7,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,104,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31286602,4656548,15019215,785024,10825814,12075652,705038,7384179,340048,3646386,9019784,267672,4628975,125988,3997149,465774,45556,240595,17576,162047,2677649,345411,1010351,104892,1216995,2326205,922650,677951,35865,689739,510419,163260,104730,4944,237486,271188,21473,147908,7453,94354,390155,184382,65492,964,139317,350762,57117,170380,34539,88726,129937,9232,44440,4909,71356,96905,10994,40575,1922,43410,31590,7964,14944,3620,5061,2642299,1856500,329431,90053,366315,16.7039607475687,2.48613751698474,8.01877998190074,0.419125416109407,5.77991729867245,6.44720756217949,0.376420778374857,3.94242353864512,0.181552104772812,1.9468106064853,4.815675345234,0.142910456725956,2.47141625356045,0.0672651701410301,2.13408346480655,0.248677392745882,0.0243224123801058,0.128454008398269,0.00938385108422028,0.0865171208832865,1.42960056166428,0.184415418004757,0.539427817864875,0.0560019861132245,0.649755339681421,1.24196411648661,0.492604130795166,0.361958991033126,0.0191483738697975,0.368252620788519,0.272513420946554,0.0871647432868572,0.0559154940857072,0.00263960854349027,0.126794108931904,0.144787654063924,0.0114644648572748,0.078968288926084,0.00397916716719923,0.050375733113366,0.208304302444468,0.0984418087511779,0.0349662707787753,0.000514680953868249,0.0743815419606461,0.187272324419849,0.0304948465166938,0.090966121286382,0.0184404206075264,0.0473709360092472,0.0693735467871148,0.00492897776567601,0.0237265784127645,0.00262092199433531,0.038097068614339,0.0517377155960609,0.00586971204027752,0.0216630494846517,0.00102615849930993,0.023176659966204,0.0168659453658693,0.00425199078486176,0.00797862258776672,0.00193272308402807,0.00270207500780831,1.41072714701776,0.991187957319922,0.175883673562003,0.0480794231729227,0.195576092962913
"820",2008-09-01,2008,9,"TainanCity",5,21194.657,11.32,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,105,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29866352,4761644,14696448,900754,9507507,13544240,669190,7361298,417819,5095934,6632943,223055,4710544,133032,1566314,459715,45787,240693,18805,154431,2626861,370473,993541,111385,1151461,1721901,1015566,258429,45632,402274,515796,186754,103052,5232,220759,240587,24076,125837,7461,83213,373818,154286,60682,1196,157655,348735,64404,173023,35706,75602,139062,12205,53528,5831,67498,98810,11288,39748,2221,45548,32887,9098,15052,3416,5320,2746061,1897918,373796,101853,372494,15.9456872779304,2.54224841898447,7.84645422729785,0.480913825643818,5.07607133990566,7.23128875790508,0.357281480828935,3.93020734061041,0.223074150896554,2.72072631947058,3.54133758318851,0.119089377764608,2.51496605721821,0.0710259716338184,0.836257244374681,0.245442484136455,0.0244457436045286,0.128506330735903,0.0100400159102619,0.0824509277871655,1.40248477713621,0.197796055002523,0.530452935256446,0.0594686079321732,0.61476664504366,0.919325362185365,0.542212113688965,0.137975606044832,0.0243629888868423,0.214774653564726,0.275384208798161,0.0997082228824803,0.0550196075290776,0.00279337214796544,0.117863540140042,0.128449737187034,0.012854210213,0.0671845510289615,0.00398343837843465,0.0444275375666376,0.199581955200333,0.0823735120835235,0.0323982050234783,0.000638546079695463,0.0841722259150403,0.186190106273075,0.034385386050758,0.0923772226982843,0.0190634835464935,0.0403640139775388,0.0742453971025171,0.0065162666410394,0.0285786743762029,0.00311317908921759,0.0360372769960571,0.0527547977714955,0.00602667905317925,0.02122151302319,0.0011857950192338,0.0243181411688703,0.0175584154874119,0.00485743497748271,0.0080362839394449,0.00182380719752483,0.00284035547155507,1.46612582454398,1.01330108568851,0.199570209369436,0.0543794597451689,0.198875069740871
"822",2008-10-01,2008,10,"TainanCity",5,19970.632,10.66,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,106,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27972272,4575664,13736634,897228,8762745,12554676,670756,6843806,386992,4653121,6228565,235071,4336814,127923,1528757,470681,53779,234549,20652,161701,2520766,359437,953127,120037,1088166,1696400,1021659,306457,37078,331206,484201,167451,103982,5194,207574,234395,22474,129496,7387,75039,403231,170080,62296,1155,169700,370017,93842,170902,37569,67704,89177,10818,33218,6665,38475,88228,10063,36824,1330,40007,30476,7133,14482,3621,5241,2488729,1694304,336266,132418,325740,14.9344353058321,2.44295343578901,7.33400818470853,0.479031289291806,4.67844186214132,6.70295914853404,0.358117570428269,3.65391763503034,0.206615572302263,2.48430783687177,3.32543960106887,0.125504737040211,2.31543108534147,0.0682982693585975,0.816205509328592,0.251297246937408,0.0287126836287143,0.1252260405071,0.0110261318042397,0.0863323909973545,1.34584050763346,0.191903919103259,0.508875843897907,0.0640879228832811,0.580973355650412,0.905710342471056,0.545465174946143,0.163617822696683,0.0197959962733682,0.176831348554862,0.25851559392527,0.0894023240728135,0.0555161358351953,0.00277308389459718,0.110824050122664,0.125143819690818,0.0119989001631069,0.0691380962677622,0.00394392967450701,0.040063427486846,0.215285597208763,0.0908059508650537,0.0332599218902245,0.000616656122113929,0.0906030683313712,0.197552595962104,0.050102375594299,0.0912448178194933,0.0200581418629422,0.0361472606853692,0.047611725542644,0.00577574539309826,0.0177351368522775,0.00355845286051025,0.0205418565353536,0.0471050531098422,0.00537264983275538,0.0196603853166436,0.000710088867888767,0.0213597934869368,0.0162711792013369,0.00380831871778239,0.00773196013892115,0.0019332569854325,0.00279817726060528,1.32873590833981,0.904591285127376,0.179532889661266,0.0706981561714998,0.173913043478261
"824",2008-11-01,2008,11,"TainanCity",5,18794.337,10.03,1010188,1010.188,1873005,0.0322,3.02,2481806,1.33,107,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25999550,4733575,13124835,797500,7343639,11270143,702011,6620130,367712,3580289,5894888,280265,4119299,119765,1375558,426321,46736,214596,17797,147193,2286357,362435,887312,106677,929931,1803715,1084499,337297,36263,345657,528572,212330,96454,5055,214733,210779,22581,109925,7199,71074,392219,157788,61911,942,171578,327047,66512,164081,35012,61442,132008,11588,34969,6758,78695,85395,11571,34423,1373,38024,35047,12594,13376,3131,5947,2353482,1711710,292613,80471,268687,13.8811962594868,2.52726234046359,7.0073678393811,0.425786370031046,3.92077917570962,6.01714517580039,0.374804658823655,3.53449670449358,0.196321953224898,1.91152132535685,3.14728898214367,0.149633877111914,2.19929952135739,0.0639427017012768,0.734412348071682,0.227613380636998,0.0249524160373304,0.114573105784555,0.00950184329459879,0.0785865494219183,1.22068921332298,0.193504555513733,0.473737122965502,0.0569550001201278,0.496491466920804,0.963005971687208,0.579015539200376,0.180083342009231,0.0193608666287597,0.184546757750246,0.282205333141129,0.113363285202122,0.051496926062664,0.00269887159938174,0.114646250276961,0.112535204123854,0.0120560276133806,0.0586891118817088,0.00384355621047461,0.0379465084182904,0.209406274943206,0.0842432348018291,0.0330543698495199,0.000502935122970841,0.0916057351688864,0.174610852613848,0.0355108502112915,0.0876030763398923,0.0186929559718207,0.0328039700908433,0.0704792565956845,0.00618684947450754,0.0186699982114303,0.00360810569112202,0.0420153710214335,0.0455925104310987,0.00617777315063227,0.0183784880446128,0.000733046628279156,0.0203010670019567,0.0187116425209757,0.00672395428736175,0.00714146518562417,0.00167164529726295,0.0031751116521312,1.25652734509518,0.913884372972843,0.156226491653786,0.042963579915697,0.14345236665145
