"","Time","Year","Month","City","City_code","Biowaste","Biowaste_per_ca","Income","Income_thous","Population","Baby","Household_Size","EnvBud","EnvBud_perca","TimeIndicator","TT_NTC","FE_NTC","TE.NTC","MRSP","FE_TPC","FE_TYC","FE_TCC","FE_TNC","FE_KSC","FE_Yilan","FE_KLC","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","Treated_y2008","DATE_2008","DATE_2009","DATE_2010","DATE_2011","DATE_2012","DATE_2013","DATE_2014"
"679",2010-07-01,2010,7,"NewTaipeiCity",1,12358,3.17,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,91,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"683",2010-08-01,2010,8,"NewTaipeiCity",1,13528,3.47,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,92,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"682",2010-09-01,2010,9,"NewTaipeiCity",1,13702,3.52,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,93,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"684",2010-10-01,2010,10,"NewTaipeiCity",1,13470,3.46,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,94,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"674",2010-11-01,2010,11,"NewTaipeiCity",1,14973,3.84,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,95,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"675",2010-12-01,2010,12,"NewTaipeiCity",1,16578,4.25,1133488,1133.488,3897367,0.0319,2.77,8324390,2.14,96,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"778",2011-01-01,2011,1,"NewTaipeiCity",1,15761,4.02,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,97,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"774",2011-02-01,2011,2,"NewTaipeiCity",1,14332,3.66,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,98,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"776",2011-03-01,2011,3,"NewTaipeiCity",1,15142,3.87,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,99,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"770",2011-04-01,2011,4,"NewTaipeiCity",1,15641,3.99,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"772",2011-05-01,2011,5,"NewTaipeiCity",1,16668,4.26,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,101,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"771",2011-06-01,2011,6,"NewTaipeiCity",1,16802,4.29,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,102,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"769",2011-07-01,2011,7,"NewTaipeiCity",1,16641,4.25,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,103,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"775",2011-08-01,2011,8,"NewTaipeiCity",1,16050,4.1,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,104,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"773",2011-09-01,2011,9,"NewTaipeiCity",1,14879,3.8,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,105,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"779",2011-10-01,2011,10,"NewTaipeiCity",1,15277,3.9,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,106,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"777",2011-11-01,2011,11,"NewTaipeiCity",1,14552,3.72,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,107,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"780",2011-12-01,2011,12,"NewTaipeiCity",1,14204,3.63,1178833,1178.833,3916451,0.0316,2.74,7458306,1.91,108,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"871",2012-01-01,2012,1,"NewTaipeiCity",1,14059,3.57,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,109,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"868",2012-02-01,2012,2,"NewTaipeiCity",1,13237,3.36,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,110,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"876",2012-03-01,2012,3,"NewTaipeiCity",1,13627,3.46,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,111,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"865",2012-04-01,2012,4,"NewTaipeiCity",1,13865,3.52,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,112,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"875",2012-05-01,2012,5,"NewTaipeiCity",1,14265,3.62,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,113,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"872",2012-06-01,2012,6,"NewTaipeiCity",1,14527,3.69,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,114,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"870",2012-07-01,2012,7,"NewTaipeiCity",1,14057,3.57,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,115,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"866",2012-08-01,2012,8,"NewTaipeiCity",1,13022,3.31,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,116,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"867",2012-09-01,2012,9,"NewTaipeiCity",1,12618,3.2,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,117,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"869",2012-10-01,2012,10,"NewTaipeiCity",1,13772,3.5,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,118,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"874",2012-11-01,2012,11,"NewTaipeiCity",1,13721,3.48,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,119,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"873",2012-12-01,2012,12,"NewTaipeiCity",1,13140,3.34,1157952,1157.952,3939305,0.0329,2.7,8043769,2.05,120,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"963",2013-01-01,2013,1,"NewTaipeiCity",1,12487,3.16,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,121,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"968",2013-02-01,2013,2,"NewTaipeiCity",1,12407,3.14,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,122,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"961",2013-03-01,2013,3,"NewTaipeiCity",1,13427,3.4,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,123,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"965",2013-04-01,2013,4,"NewTaipeiCity",1,13495,3.41,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,124,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"970",2013-05-01,2013,5,"NewTaipeiCity",1,14357,3.63,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,125,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"964",2013-06-01,2013,6,"NewTaipeiCity",1,13417,3.39,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,126,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"966",2013-07-01,2013,7,"NewTaipeiCity",1,14198,3.59,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,127,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"971",2013-08-01,2013,8,"NewTaipeiCity",1,13501,3.41,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,128,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"969",2013-09-01,2013,9,"NewTaipeiCity",1,11392,2.88,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,129,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"972",2013-10-01,2013,10,"NewTaipeiCity",1,11565,2.92,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,130,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"962",2013-11-01,2013,11,"NewTaipeiCity",1,12138,3.07,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,131,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"967",2013-12-01,2013,12,"NewTaipeiCity",1,11988,3.03,1190092,1190.092,3954929,0.0333,2.68,7627353,1.93,132,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"1066",2014-01-01,2014,1,"NewTaipeiCity",1,12896,3.25,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,133,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1060",2014-02-01,2014,2,"NewTaipeiCity",1,11120,2.8,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,134,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1061",2014-03-01,2014,3,"NewTaipeiCity",1,10631,2.68,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,135,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1063",2014-04-01,2014,4,"NewTaipeiCity",1,10802,2.72,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,136,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1067",2014-05-01,2014,5,"NewTaipeiCity",1,11986,3.02,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,137,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1064",2014-06-01,2014,6,"NewTaipeiCity",1,11920,3,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,138,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1057",2014-07-01,2014,7,"NewTaipeiCity",1,11893,3,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,139,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1058",2014-08-01,2014,8,"NewTaipeiCity",1,10994,2.77,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,140,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1059",2014-09-01,2014,9,"NewTaipeiCity",1,11254,2.84,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,141,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1062",2014-10-01,2014,10,"NewTaipeiCity",1,10724,2.7,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,142,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1068",2014-11-01,2014,11,"NewTaipeiCity",1,10376,2.62,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,143,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1065",2014-12-01,2014,12,"NewTaipeiCity",1,10400,2.62,1211399,1211.399,3966818,0.0354,2.65,8199465,2.07,144,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"15",2003-01-01,2003,1,"TaipeiCity",2,257,0.1,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",2003-02-01,2003,2,"TaipeiCity",2,290,0.11,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2003-03-01,2003,3,"TaipeiCity",2,447,0.17,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",2003-04-01,2003,4,"TaipeiCity",2,601,0.23,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",2003-05-01,2003,5,"TaipeiCity",2,433,0.16,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2003-06-01,2003,6,"TaipeiCity",2,60,0.02,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",2003-07-01,2003,7,"TaipeiCity",2,135,0.05,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",2003-08-01,2003,8,"TaipeiCity",2,60,0.02,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",2003-09-01,2003,9,"TaipeiCity",2,83,0.03,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",2003-10-01,2003,10,"TaipeiCity",2,332,0.13,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",2003-11-01,2003,11,"TaipeiCity",2,673,0.26,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",2003-12-01,2003,12,"TaipeiCity",2,1318,0.5,1593474,1593.474,2627138,0.0422,2.87,6580003,2.5,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",2004-01-01,2004,1,"TaipeiCity",2,3058,1.17,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",2004-02-01,2004,2,"TaipeiCity",2,3059,1.17,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",2004-03-01,2004,3,"TaipeiCity",2,3183,1.21,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",2004-04-01,2004,4,"TaipeiCity",2,3217,1.23,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",2004-05-01,2004,5,"TaipeiCity",2,3999,1.52,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",2004-06-01,2004,6,"TaipeiCity",2,4213,1.61,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",2004-07-01,2004,7,"TaipeiCity",2,4050,1.54,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",2004-08-01,2004,8,"TaipeiCity",2,3380,1.29,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",2004-09-01,2004,9,"TaipeiCity",2,3255,1.24,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",2004-10-01,2004,10,"TaipeiCity",2,3162,1.21,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",2004-11-01,2004,11,"TaipeiCity",2,3629,1.38,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",2004-12-01,2004,12,"TaipeiCity",2,3905,1.49,1583262,1583.262,2622472,0.038,2.84,5949413,2.27,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",2005-01-01,2005,1,"TaipeiCity",2,5707,2.18,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",2005-02-01,2005,2,"TaipeiCity",2,4886,1.87,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,26,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",2005-03-01,2005,3,"TaipeiCity",2,5577,2.13,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207",2005-04-01,2005,4,"TaipeiCity",2,7173,2.74,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",2005-05-01,2005,5,"TaipeiCity",2,7383,2.82,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",2005-06-01,2005,6,"TaipeiCity",2,6471,2.47,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206",2005-07-01,2005,7,"TaipeiCity",2,6042,2.31,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",2005-08-01,2005,8,"TaipeiCity",2,5292,2.02,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",2005-09-01,2005,9,"TaipeiCity",2,5242,2,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208",2005-10-01,2005,10,"TaipeiCity",2,5606,2.14,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211",2005-11-01,2005,11,"TaipeiCity",2,5013,1.92,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",2005-12-01,2005,12,"TaipeiCity",2,5204,1.99,1615538,1615.538,2616375,0.0359,2.8,5962689,2.28,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304",2006-01-01,2006,1,"TaipeiCity",2,4419,1.68,1627979,1627.979,2632242,0.034,2.8,5932898,2.26,37,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
